t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
2.2138,1.183,32.0,-0.708,1.111,5.668,13.0,1.044,5.625,29.500,-2.9,4.074,29.500,99.188,17.1,-3.248,99.125,0.154,-49.9,2.629,0.264,-10.820,10.3,-2.959,-10.852,-47.875,42.2,-7.355,-47.969,-104.438,-24.7,4.797,-104.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2159,1.243,30.6,-0.872,1.183,5.715,18.3,0.539,5.668,29.547,10.6,3.895,29.500,99.188,9.0,-2.992,99.188,0.009,-63.8,3.838,0.154,-10.781,13.8,-2.994,-10.820,-47.781,47.4,-7.320,-47.875,-104.438,-15.8,4.434,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2180,1.314,33.7,-1.758,1.243,5.770,24.2,0.879,5.715,29.578,17.8,5.188,29.547,99.188,0.8,-4.309,99.188,-0.125,-64.6,4.734,0.009,-10.742,17.2,-1.632,-10.781,-47.688,47.6,-7.043,-47.781,-104.438,-3.3,4.168,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2201,1.378,32.0,-2.766,1.314,5.816,22.5,1.725,5.770,29.656,30.3,6.453,29.578,99.125,-13.8,-5.457,99.188,-0.270,-67.8,5.914,-0.125,-10.711,15.5,-1.104,-10.742,-47.594,44.8,-6.871,-47.688,-104.438,3.0,4.332,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2224,1.450,26.2,-3.453,1.378,5.945,39.4,2.535,5.816,29.844,54.8,7.738,29.656,99.062,-27.9,-6.473,99.125,-0.452,-63.7,5.629,-0.270,-10.648,21.7,-0.051,-10.711,-47.469,44.3,-5.859,-47.594,-104.375,15.4,3.760,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2242,1.472,24.8,-4.207,1.450,5.973,35.7,2.594,5.945,29.906,60.6,9.211,29.844,99.000,-37.6,-6.508,99.062,-0.496,-56.1,5.371,-0.452,-10.617,24.1,-0.032,-10.648,-47.406,44.2,-5.613,-47.469,-104.375,12.0,3.656,-104.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2258,1.497,16.1,-6.336,1.472,6.066,43.3,2.377,5.973,30.094,83.0,8.469,29.906,98.875,-53.1,-6.863,99.000,-0.578,-43.3,6.516,-0.496,-10.562,27.1,-0.115,-10.617,-47.312,45.3,-5.375,-47.406,-104.312,18.4,3.496,-104.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2278,1.513,10.6,-5.609,1.497,6.172,50.2,2.055,6.066,30.312,97.4,7.664,30.094,98.750,-70.7,-7.211,98.875,-0.646,-37.6,5.410,-0.578,-10.492,32.8,-0.237,-10.562,-47.250,44.0,-5.762,-47.312,-104.250,20.0,3.729,-104.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2298,1.522,6.8,-6.379,1.513,6.281,52.9,3.461,6.172,30.516,104.4,12.070,30.312,98.500,-90.2,-9.203,98.750,-0.690,-26.5,7.363,-0.646,-10.422,37.1,0.789,-10.492,-47.156,47.0,-4.137,-47.250,-104.188,27.8,1.697,-104.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2318,1.506,-2.5,-13.992,1.522,6.395,55.4,3.250,6.281,30.781,119.1,10.797,30.516,98.312,-101.8,-9.359,98.500,-0.693,-8.5,10.625,-0.690,-10.359,34.9,0.126,-10.422,-47.062,47.9,-3.736,-47.156,-104.188,18.3,0.382,-104.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2338,1.431,-23.4,-10.812,1.506,6.477,44.3,3.900,6.395,31.047,129.6,10.734,30.781,98.062,-124.4,-7.973,98.312,-0.646,14.3,8.344,-0.693,-10.297,34.3,-0.424,-10.359,-46.938,50.0,-4.555,-47.062,-104.125,21.2,0.150,-104.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2358,1.321,-44.6,-8.672,1.431,6.535,31.0,5.129,6.477,31.328,134.9,10.945,31.047,97.750,-141.0,-6.816,98.062,-0.593,20.5,6.035,-0.646,-10.234,31.7,-0.791,-10.297,-46.812,58.4,-5.352,-46.938,-104.125,3.7,0.238,-104.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2378,1.215,-50.6,-7.047,1.321,6.551,16.4,6.406,6.535,31.594,136.8,11.367,31.328,97.438,-149.6,-5.141,97.750,-0.515,31.3,4.289,-0.593,-10.188,27.6,-1.489,-10.234,-46.688,57.2,-6.523,-46.812,-104.188,-7.9,0.014,-104.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2398,1.107,-52.0,-6.402,1.215,6.543,3.6,7.691,6.551,31.859,130.8,11.070,31.594,97.125,-148.4,-2.666,97.438,-0.446,35.0,2.945,-0.515,-10.164,18.7,-1.297,-10.188,-46.594,58.4,-7.090,-46.688,-104.188,-12.4,0.044,-104.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2418,1.023,-45.5,-5.961,1.107,6.543,2.7,9.125,6.543,32.094,126.2,11.992,31.859,96.875,-143.0,-1.419,97.125,-0.405,25.8,3.514,-0.446,-10.141,14.8,-1.057,-10.164,-46.469,53.1,-7.820,-46.594,-104.250,-21.0,0.136,-104.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2438,0.954,-39.0,-6.203,1.023,6.551,4.5,10.281,6.543,32.312,114.2,11.695,32.094,96.625,-131.9,0.785,96.875,-0.352,25.1,3.244,-0.405,-10.141,5.7,-0.374,-10.141,-46.406,46.3,-7.523,-46.469,-104.312,-26.1,0.190,-104.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2458,0.897,-32.5,-6.246,0.954,6.566,6.4,11.117,6.551,32.500,97.0,11.906,32.312,96.375,-109.9,1.809,96.625,-0.317,19.5,3.141,-0.352,-10.133,3.7,0.448,-10.141,-46.312,40.8,-7.328,-46.406,-104.375,-30.6,0.079,-104.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2478,0.844,-28.8,-6.109,0.897,6.598,11.5,11.406,6.566,32.625,80.3,12.094,32.500,96.250,-85.1,1.113,96.375,-0.289,16.1,3.613,-0.317,-10.133,2.3,1.324,-10.133,-46.250,38.3,-6.938,-46.312,-104.438,-37.6,0.268,-104.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2509,0.778,-22.3,-6.965,0.844,6.652,14.9,11.422,6.598,32.781,52.5,13.008,32.625,96.125,-45.9,-0.931,96.250,-0.267,10.0,4.844,-0.289,-10.109,7.2,1.809,-10.133,-46.156,29.4,-5.766,-46.250,-104.562,-39.8,0.685,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2531,0.737,-21.7,-7.258,0.778,6.695,19.9,11.453,6.652,32.844,33.4,13.250,32.781,96.125,-25.1,-3.572,96.125,-0.251,10.2,5.117,-0.267,-10.086,9.7,1.782,-10.109,-46.094,29.2,-4.938,-46.156,-104.688,-41.7,1.090,-104.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2549,0.712,-14.0,-7.488,0.737,6.723,16.5,10.633,6.695,32.844,14.5,14.078,32.844,96.125,-10.0,-5.875,96.125,-0.257,1.6,5.031,-0.251,-10.055,13.1,1.615,-10.086,-46.031,30.5,-4.426,-46.094,-104.750,-46.6,1.482,-104.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2568,0.681,-14.1,-7.883,0.712,6.734,11.9,10.898,6.723,32.844,1.4,14.891,32.844,96.062,-7.1,-6.613,96.125,-0.254,-0.7,5.059,-0.257,-10.023,15.6,1.448,-10.055,-46.000,27.0,-3.990,-46.031,-104.812,-40.8,1.453,-104.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2584,0.668,-8.9,-8.156,0.681,6.734,4.0,10.242,6.734,32.812,-5.3,14.430,32.844,96.062,-3.2,-8.898,96.062,-0.242,3.2,5.246,-0.254,-9.977,18.1,1.539,-10.023,-45.938,28.7,-2.828,-46.000,-104.938,-43.7,1.823,-104.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2598,0.666,-6.2,-8.227,0.668,6.742,4.1,8.570,6.734,32.781,-7.6,13.461,32.812,96.062,-4.0,-12.750,96.062,-0.232,6.0,4.844,-0.242,-9.961,19.5,1.660,-9.977,-45.906,28.3,-2.332,-45.938,-104.938,-40.7,2.559,-104.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2618,0.659,-4.6,-5.984,0.666,6.742,0.9,7.520,6.742,32.781,-11.9,10.141,32.781,96.062,-11.9,-9.445,96.062,-0.239,1.6,-0.843,-0.232,-9.945,11.7,1.684,-9.961,-45.844,29.7,-4.605,-45.906,-105.000,-34.9,4.934,-104.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2638,0.706,14.1,-1.369,0.659,6.742,0.5,5.465,6.742,32.719,-22.7,8.789,32.781,96.000,-19.3,-6.711,96.062,-0.289,-15.4,-0.626,-0.239,-9.922,10.6,0.588,-9.945,-45.781,25.5,-5.426,-45.844,-105.062,-25.5,6.316,-105.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2658,0.775,27.2,-2.326,0.706,6.719,-6.1,4.641,6.742,32.656,-26.3,7.305,32.719,95.938,-23.1,-5.445,96.000,-0.380,-37.7,0.377,-0.289,-9.953,-6.1,-0.003,-9.922,-45.750,20.3,-6.684,-45.781,-105.062,-7.0,6.152,-105.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2678,0.882,42.2,-2.959,0.775,6.691,-10.6,4.375,6.719,32.594,-30.6,7.734,32.656,95.938,-17.2,-5.441,95.938,-0.471,-46.2,2.150,-0.380,-9.977,-10.5,0.420,-9.953,-45.781,2.6,-5.777,-45.750,-105.000,9.7,5.113,-105.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2698,0.988,47.7,-3.322,0.882,6.652,-14.0,4.668,6.691,32.500,-39.3,8.547,32.594,95.938,-9.1,-6.059,95.938,-0.571,-50.6,2.699,-0.471,-10.023,-17.6,0.722,-9.977,-45.781,-4.3,-5.484,-45.781,-104.938,26.5,4.953,-105.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2718,1.089,49.8,-3.287,0.988,6.625,-12.9,4.551,6.652,32.406,-47.6,8.672,32.500,95.938,-3.9,-6.141,95.938,-0.681,-54.5,3.340,-0.571,-10.055,-17.0,0.545,-10.023,-45.812,-11.8,-5.520,-45.781,-104.875,34.7,4.676,-104.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2740,1.171,43.2,-3.764,1.089,6.598,-13.7,2.879,6.625,32.344,-43.4,8.297,32.406,95.938,2.3,-5.637,95.938,-0.775,-49.1,5.637,-0.681,-10.070,-12.1,-1.105,-10.055,-45.875,-26.3,-7.555,-45.812,-104.750,45.2,5.754,-104.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2762,1.239,37.2,-3.459,1.171,6.582,-11.3,2.371,6.598,32.250,-38.5,7.914,32.344,95.938,5.3,-5.266,95.938,-0.863,-43.5,5.246,-0.775,-10.117,-18.5,-1.995,-10.070,-45.969,-33.9,-8.617,-45.875,-104.625,56.9,5.484,-104.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2785,1.331,31.5,-6.781,1.239,6.559,-7.9,-0.853,6.582,32.125,-37.6,4.125,32.250,96.000,15.1,-1.805,95.938,-0.948,-28.6,12.594,-0.863,-10.180,-20.3,-4.309,-10.117,-46.156,-62.5,-11.328,-45.969,-104.438,76.2,6.613,-104.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2804,1.347,25.5,-9.250,1.331,6.539,-11.4,-1.306,6.559,32.094,-44.1,4.105,32.125,96.000,20.7,-1.625,96.000,-0.948,-17.2,12.367,-0.948,-10.227,-31.6,-4.152,-10.180,-46.250,-73.6,-11.023,-46.156,-104.312,84.4,6.234,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2818,1.337,4.3,-11.438,1.347,6.488,-21.4,-1.258,6.539,31.969,-51.8,4.039,32.094,96.125,42.5,-0.663,96.000,-0.891,11.4,12.914,-0.948,-10.320,-40.1,-3.945,-10.227,-46.438,-87.9,-10.445,-46.250,-104.125,90.2,3.377,-104.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2838,1.303,-9.8,-9.188,1.337,6.441,-25.1,-0.645,6.488,31.859,-56.1,4.750,31.969,96.250,56.8,-0.722,96.125,-0.772,41.2,9.703,-0.891,-10.438,-50.6,-3.324,-10.320,-46.688,-106.0,-9.805,-46.438,-104.000,84.1,1.094,-104.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2858,1.227,-27.5,-7.672,1.303,6.383,-27.6,-0.293,6.441,31.734,-58.4,5.586,31.859,96.375,70.9,-0.985,96.250,-0.612,64.9,7.207,-0.772,-10.555,-55.6,-3.945,-10.438,-46.938,-116.9,-9.484,-46.688,-103.812,81.2,-0.100,-104.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2878,1.148,-35.7,-6.484,1.227,6.336,-24.1,-0.441,6.383,31.609,-56.2,7.094,31.734,96.625,88.9,-1.045,96.375,-0.452,75.8,5.523,-0.612,-10.672,-56.2,-6.551,-10.555,-47.188,-119.9,-9.297,-46.938,-103.750,62.4,-3.361,-103.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2898,1.076,-35.4,-5.164,1.148,6.281,-25.2,-0.490,6.336,31.516,-53.1,6.730,31.609,96.812,96.9,-1.549,96.625,-0.286,80.9,3.850,-0.452,-10.742,-44.4,-6.508,-10.672,-47.406,-119.1,-8.992,-47.188,-103.625,45.0,-2.422,-103.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2918,1.004,-36.1,-3.766,1.076,6.238,-22.6,-0.124,6.281,31.422,-44.3,5.719,31.516,97.000,104.4,-2.029,96.812,-0.129,81.1,3.018,-0.286,-10.781,-27.5,-6.949,-10.742,-47.625,-114.1,-9.078,-47.406,-103.625,28.4,-1.127,-103.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2938,0.960,-29.3,-3.322,1.004,6.203,-17.1,-0.095,6.238,31.359,-38.1,4.949,31.422,97.250,109.8,-2.654,97.000,-0.006,68.6,0.918,-0.129,-10.789,-11.4,-7.785,-10.781,-47.812,-95.9,-9.242,-47.625,-103.625,3.5,-0.519,-103.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2958,0.935,-19.1,-2.957,0.960,6.160,-18.8,-0.393,6.203,31.312,-30.5,4.188,31.359,97.438,110.3,-3.188,97.250,0.091,54.7,1.242,-0.006,-10.805,-7.6,-8.453,-10.789,-47.938,-78.7,-9.141,-47.812,-103.688,-16.7,-0.626,-103.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2978,0.923,-9.8,-3.262,0.935,6.125,-17.7,-0.972,6.160,31.266,-26.3,3.312,31.312,97.688,111.7,-3.576,97.438,0.151,39.2,3.482,0.091,-10.836,-11.5,-8.703,-10.805,-48.062,-62.1,-9.484,-47.938,-103.750,-31.3,-0.264,-103.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3001,0.919,-4.7,-4.207,0.923,6.090,-18.0,-1.321,6.125,31.219,-24.7,2.365,31.266,97.875,104.1,-4.336,97.688,0.179,22.9,4.879,0.151,-10.875,-16.6,-7.840,-10.836,-48.094,-37.0,-10.117,-48.062,-103.875,-43.9,0.541,-103.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3028,0.910,-1.5,-4.844,0.919,6.020,-21.3,-1.866,6.090,31.141,-25.5,1.114,31.219,98.188,101.9,-4.703,97.875,0.223,18.7,7.203,0.179,-10.977,-29.3,-6.617,-10.875,-48.094,-6.3,-10.031,-48.094,-104.062,-57.8,1.866,-103.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3049,0.882,-7.6,-5.066,0.910,5.961,-25.3,-2.047,6.020,31.062,-33.7,0.560,31.141,98.375,91.8,-4.598,98.188,0.239,12.2,7.668,0.223,-11.031,-28.4,-6.664,-10.977,-48.094,3.7,-10.414,-48.094,-104.125,-57.4,2.293,-104.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3070,0.847,-13.1,-4.844,0.882,5.887,-33.2,-2.311,5.961,30.984,-40.6,0.429,31.062,98.562,85.6,-4.605,98.375,0.254,7.3,8.102,0.239,-11.062,-20.9,-6.871,-11.031,-48.031,17.2,-10.281,-48.094,-104.312,-63.8,2.941,-104.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3085,0.813,-14.8,-4.551,0.847,5.816,-36.2,-2.018,5.887,30.891,-41.3,0.551,30.984,98.688,71.4,-4.250,98.562,0.311,20.3,8.625,0.254,-11.094,-16.8,-6.793,-11.062,-47.969,26.3,-10.406,-48.031,-104.438,-65.9,3.203,-104.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3098,0.794,-16.1,-4.715,0.813,5.781,-35.1,-1.872,5.816,30.844,-45.1,0.688,30.891,98.750,66.2,-4.055,98.688,0.326,18.6,8.180,0.311,-11.117,-18.2,-7.180,-11.094,-47.938,26.3,-10.555,-47.969,-104.500,-61.9,3.111,-104.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3118,0.769,-13.0,-4.688,0.794,5.691,-40.8,-1.726,5.781,30.734,-51.2,0.461,30.844,98.875,57.5,-3.863,98.750,0.374,21.9,7.609,0.326,-11.117,-7.4,-6.219,-11.117,-47.875,26.5,-10.172,-47.938,-104.625,-60.0,5.641,-104.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3138,0.750,-10.0,-3.988,0.769,5.652,-28.0,-1.194,5.691,30.625,-51.0,0.735,30.734,98.938,50.2,-3.277,98.875,0.414,20.5,4.836,0.374,-11.133,-6.8,-5.094,-11.117,-47.844,23.3,-10.469,-47.875,-104.688,-50.4,6.086,-104.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3158,0.759,0.3,-2.047,0.750,5.641,-14.0,-0.616,5.652,30.531,-51.3,1.623,30.625,99.000,42.8,-2.861,98.938,0.427,8.7,0.360,0.414,-11.141,-3.7,-4.020,-11.133,-47.781,22.4,-7.879,-47.844,-104.750,-36.4,5.570,-104.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3178,0.788,11.1,0.921,0.759,5.660,1.6,-0.341,5.641,30.438,-47.6,4.234,30.531,99.062,30.5,-2.480,99.000,0.414,-3.4,-0.450,0.427,-11.125,1.0,-4.465,-11.141,-47.750,24.2,-7.926,-47.781,-104.812,-27.8,5.605,-104.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3198,0.835,20.9,0.678,0.788,5.688,8.9,0.078,5.660,30.359,-39.1,4.137,30.438,99.125,20.0,-2.488,99.062,0.339,-25.9,0.729,0.414,-11.109,5.3,-4.074,-11.125,-47.688,29.9,-7.797,-47.750,-104.812,-16.1,5.285,-104.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3218,0.895,25.8,0.255,0.835,5.707,7.6,0.102,5.688,30.312,-29.8,3.648,30.359,99.125,14.4,-2.352,99.125,0.235,-43.5,2.080,0.339,-11.094,8.0,-4.215,-11.109,-47.625,28.9,-8.922,-47.688,-104.812,-0.4,5.469,-104.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3238,0.960,30.0,0.229,0.895,5.738,11.9,-0.104,5.707,30.312,-14.6,3.068,30.312,99.125,9.4,-2.502,99.125,0.116,-52.9,4.055,0.235,-11.078,7.9,-4.469,-11.094,-47.562,25.4,-10.633,-47.625,-104.812,6.0,6.070,-104.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3258,1.045,37.7,-0.070,0.960,5.770,14.2,0.526,5.738,30.297,-7.8,4.363,30.312,99.125,3.6,-3.590,99.125,-0.022,-62.3,4.625,0.116,-11.070,4.8,-3.363,-11.078,-47.531,20.1,-9.906,-47.562,-104.750,16.7,5.969,-104.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3279,1.123,38.4,-1.301,1.045,5.793,12.4,1.317,5.770,30.328,4.8,5.477,30.297,99.125,-3.6,-4.500,99.125,-0.147,-62.4,4.949,-0.022,-11.047,9.9,-2.740,-11.070,-47.531,12.4,-9.555,-47.531,-104.688,28.0,6.012,-104.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3301,1.211,42.1,-2.525,1.123,5.844,21.4,0.994,5.793,30.375,15.9,4.129,30.328,99.062,-18.9,-4.164,99.125,-0.267,-60.6,5.969,-0.147,-11.016,14.3,-3.660,-11.047,-47.531,4.5,-11.102,-47.531,-104.562,37.0,7.410,-104.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3322,1.287,40.2,-2.404,1.211,5.875,18.7,0.624,5.844,30.438,25.9,3.865,30.375,99.000,-22.5,-4.137,99.062,-0.367,-53.0,5.617,-0.267,-11.000,11.4,-3.496,-11.016,-47.531,-2.9,-10.570,-47.531,-104.500,48.2,6.785,-104.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3339,1.355,36.4,-3.244,1.287,5.918,20.2,0.617,5.875,30.484,29.4,4.070,30.438,98.938,-34.7,-4.043,99.000,-0.455,-47.5,5.723,-0.367,-10.984,10.3,-3.889,-11.000,-47.531,-7.2,-11.078,-47.531,-104.375,58.8,7.066,-104.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3358,1.425,33.7,-4.926,1.355,5.973,25.2,0.372,5.918,30.578,37.0,3.240,30.484,98.812,-46.8,-3.506,98.938,-0.512,-36.0,6.574,-0.455,-10.953,12.8,-4.277,-10.984,-47.562,-11.3,-11.906,-47.531,-104.188,68.5,7.859,-104.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3378,1.481,30.2,-4.512,1.425,6.012,23.9,-0.084,5.973,30.641,35.3,3.438,30.578,98.750,-44.4,-3.271,98.812,-0.540,-20.5,5.969,-0.512,-10.945,7.1,-4.418,-10.953,-47.625,-18.5,-12.062,-47.562,-104.062,77.8,7.949,-104.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3398,1.522,23.6,-4.242,1.481,6.047,21.0,0.176,6.012,30.719,37.6,5.145,30.641,98.625,-48.2,-4.176,98.750,-0.559,-11.9,4.375,-0.540,-10.930,6.9,-4.578,-10.945,-47.656,-22.6,-11.945,-47.625,-103.875,87.1,7.719,-104.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3418,1.554,17.8,-3.615,1.522,6.074,14.9,-0.090,6.047,30.797,35.7,5.043,30.719,98.500,-56.3,-3.441,98.625,-0.574,-8.8,3.600,-0.559,-10.898,9.6,-4.383,-10.930,-47.719,-22.1,-12.500,-47.656,-103.625,102.8,7.707,-103.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3438,1.591,18.9,-2.412,1.554,6.125,22.1,0.377,6.074,30.891,42.1,5.648,30.797,98.438,-58.2,-3.961,98.500,-0.574,-3.9,2.244,-0.574,-10.883,11.2,-3.215,-10.898,-47.750,-20.0,-12.508,-47.719,-103.375,109.8,7.207,-103.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3458,1.616,16.5,-1.182,1.591,6.160,21.1,1.149,6.125,31.000,48.1,4.852,30.891,98.312,-58.9,-2.359,98.438,-0.583,-4.0,1.133,-0.574,-10.859,12.0,-4.445,-10.883,-47.781,-20.7,-14.586,-47.750,-103.188,115.9,7.578,-103.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3478,1.642,14.2,-0.489,1.616,6.191,18.6,1.066,6.160,31.078,46.1,4.723,31.000,98.188,-61.9,-2.217,98.312,-0.612,-9.8,1.193,-0.583,-10.836,12.0,-4.539,-10.859,-47.812,-20.7,-15.000,-47.781,-102.938,118.1,7.336,-103.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3498,1.676,16.2,0.195,1.642,6.219,14.8,1.051,6.191,31.156,43.4,4.461,31.078,98.062,-50.8,-1.465,98.188,-0.637,-10.7,1.377,-0.612,-10.828,6.6,-5.195,-10.836,-47.844,-16.9,-16.156,-47.812,-102.688,120.8,7.793,-102.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3518,1.710,16.3,0.357,1.676,6.254,17.4,1.762,6.219,31.219,34.6,5.531,31.156,98.000,-45.6,-2.271,98.062,-0.681,-16.9,1.682,-0.637,-10.828,2.2,-4.254,-10.828,-47.906,-20.7,-15.531,-47.844,-102.438,123.6,6.945,-102.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3549,1.776,20.8,0.160,1.710,6.250,2.2,2.406,6.254,31.297,28.2,6.234,31.219,97.875,-37.8,-2.398,98.000,-0.737,-17.3,1.969,-0.681,-10.836,-3.5,-4.477,-10.828,-47.969,-24.9,-15.781,-47.906,-102.062,122.6,6.906,-102.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3569,1.817,19.5,-0.210,1.776,6.262,5.0,2.336,6.250,31.328,19.5,6.336,31.297,97.812,-34.3,-2.359,97.875,-0.788,-21.7,1.838,-0.737,-10.820,2.5,-4.395,-10.836,-48.031,-22.6,-15.906,-47.969,-101.875,116.8,7.152,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3590,1.873,25.7,-0.134,1.817,6.242,-4.7,2.535,6.262,31.344,9.8,6.918,31.328,97.750,-27.3,-1.593,97.812,-0.825,-17.9,3.344,-0.788,-10.836,-4.5,-5.766,-10.820,-48.062,-15.8,-16.578,-48.031,-101.625,112.0,7.648,-101.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3606,1.911,20.3,-3.121,1.873,6.238,-4.0,0.910,6.242,31.344,1.7,5.367,31.344,97.750,-21.9,0.163,97.750,-0.860,-16.8,7.570,-0.825,-10.844,-5.2,-7.410,-10.836,-48.094,-22.3,-18.062,-48.062,-101.438,107.3,8.773,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3622,1.945,25.8,-5.594,1.911,6.223,-8.4,0.309,6.238,31.328,-3.2,4.191,31.344,97.750,-12.7,0.989,97.750,-0.857,-9.2,11.547,-0.860,-10.867,-10.9,-7.434,-10.844,-48.125,-20.5,-18.672,-48.094,-101.312,105.1,9.305,-101.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3638,1.937,7.1,-7.781,1.945,6.199,-9.5,0.331,6.223,31.281,-17.3,4.836,31.328,97.750,5.0,0.873,97.750,-0.794,18.4,9.414,-0.857,-10.891,-12.6,-7.246,-10.867,-48.188,-32.4,-18.000,-48.125,-101.125,102.4,6.586,-101.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
