t,q0,dq0,tau0,cur0,cmd0,q1,dq1,tau1,cur1,cmd1,q2,dq2,tau2,cur2,cmd2,q3,dq3,tau3,cur3,cmd3,q4,dq4,tau4,cur4,cmd4,q5,dq5,tau5,cur5,cmd5,q6,dq6,tau6,cur6,cmd6,q7,dq7,tau7,cur7,cmd7,q8,dq8,tau8,cur8,cmd8,q9,dq9,tau9,cur9,cmd9
3071.7139,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7159,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7179,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7199,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7219,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7239,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7259,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7279,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7299,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7319,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7339,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7359,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7379,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7399,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7419,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7439,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7459,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7479,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7499,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7519,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7539,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7559,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7579,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7599,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7619,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7639,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7659,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7679,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7699,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7719,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7739,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7759,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7779,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7799,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7819,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7839,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7859,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7879,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7899,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7919,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7939,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7959,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7979,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.7999,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8019,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8039,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8059,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8079,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8099,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8119,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8139,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8159,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8179,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8199,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8219,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8239,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8259,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8279,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8299,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8319,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3071.8339,-1.666,27.8,5.363,5.363,0.000,6.398,-4.3,4.852,4.852,0.000,31.516,35.4,6.262,6.262,0.000,93.875,-1.2,-7.113,-7.113,0.000,-1.977,-47.6,-0.768,-0.768,0.000,-7.070,0.5,-2.104,-2.104,0.000,-32.844,-34.2,-16.531,-16.531,0.000,-98.188,-1.1,7.336,7.336,0.000,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
