t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
1.2961,6.152,-9.2,-6.000,2.002,100.00,6.00,16.375,-24.5,-2.498,11.257,50.00,4.00,43.750,-32.8,-1.051,41.280,80.00,3.50,91.188,16.4,0.996,94.004,30.00,2.00,-7.062,11.5,6.004,-2.641,100.00,6.00,-17.547,25.5,2.117,-12.930,50.00,4.00,-57.031,23.9,1.119,-54.998,80.00,3.50,-93.875,-11.3,-1.193,-96.839,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.2981,6.125,-10.7,-5.965,1.983,100.00,6.00,16.312,-25.5,-2.555,11.206,50.00,4.00,43.656,-33.8,-1.077,41.220,80.00,3.50,91.250,12.2,0.957,94.028,30.00,2.00,-7.016,18.2,5.879,-2.614,100.00,6.00,-17.484,24.8,2.127,-12.883,50.00,4.00,-56.969,26.5,0.959,-54.951,80.00,3.50,-93.875,-9.1,-1.224,-96.862,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3001,6.102,-11.1,-5.715,1.964,100.00,6.00,16.266,-27.0,-2.510,11.154,50.00,4.00,43.594,-33.6,-0.942,41.159,80.00,3.50,91.250,13.5,0.955,94.052,30.00,2.00,-6.992,15.3,6.039,-2.588,100.00,6.00,-17.438,24.9,2.141,-12.836,50.00,4.00,-56.938,24.1,1.104,-54.905,80.00,3.50,-93.875,-9.7,-1.190,-96.885,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3021,6.070,-15.6,-5.934,1.946,100.00,6.00,16.219,-24.8,-2.404,11.103,50.00,4.00,43.531,-35.4,-0.956,41.099,80.00,3.50,91.250,13.6,0.963,94.076,30.00,2.00,-6.957,18.1,5.992,-2.562,100.00,6.00,-17.375,27.5,2.078,-12.790,50.00,4.00,-56.875,23.4,1.086,-54.859,80.00,3.50,-93.938,-6.7,-1.170,-96.908,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3041,6.051,-13.1,-6.035,1.927,100.00,6.00,16.156,-26.8,-2.445,11.052,50.00,4.00,43.469,-36.0,-0.890,41.038,80.00,3.50,91.312,10.6,0.989,94.100,30.00,2.00,-6.922,19.4,5.910,-2.536,100.00,6.00,-17.344,23.6,2.152,-12.743,50.00,4.00,-56.844,23.5,1.096,-54.813,80.00,3.50,-93.938,-9.2,-1.215,-96.931,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3061,6.031,-11.3,-5.840,1.909,100.00,6.00,16.109,-25.7,-2.391,11.001,50.00,4.00,43.375,-34.7,-0.959,40.978,80.00,3.50,91.312,10.5,0.920,94.124,30.00,2.00,-6.898,16.9,5.906,-2.510,100.00,6.00,-17.297,21.8,2.074,-12.697,50.00,4.00,-56.781,22.1,1.082,-54.767,80.00,3.50,-93.938,-8.7,-1.204,-96.953,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3081,6.008,-12.5,-6.031,1.890,100.00,6.00,16.047,-29.6,-2.326,10.950,50.00,4.00,43.312,-33.5,-0.944,40.919,80.00,3.50,91.312,7.4,0.987,94.148,30.00,2.00,-6.871,14.4,5.887,-2.484,100.00,6.00,-17.266,18.1,2.252,-12.651,50.00,4.00,-56.719,26.2,1.062,-54.721,80.00,3.50,-94.000,-9.7,-1.165,-96.976,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3101,5.992,-10.1,-6.105,1.872,100.00,6.00,15.984,-31.6,-2.273,10.900,50.00,4.00,43.250,-33.1,-1.037,40.859,80.00,3.50,91.375,10.8,0.977,94.172,30.00,2.00,-6.836,17.2,5.828,-2.458,100.00,6.00,-17.203,24.5,2.188,-12.604,50.00,4.00,-56.688,28.1,1.086,-54.675,80.00,3.50,-94.000,-10.7,-1.137,-96.998,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3121,5.977,-10.2,-6.000,1.854,100.00,6.00,15.930,-29.2,-2.379,10.849,50.00,4.00,43.188,-30.4,-0.976,40.800,80.00,3.50,91.375,11.1,0.975,94.195,30.00,2.00,-6.801,17.7,5.848,-2.433,100.00,6.00,-17.156,23.1,2.283,-12.559,50.00,4.00,-56.625,24.6,1.074,-54.630,80.00,3.50,-94.000,-13.7,-1.098,-97.021,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3141,5.957,-10.5,-6.176,1.835,100.00,6.00,15.883,-25.4,-2.215,10.799,50.00,4.00,43.125,-35.3,-0.929,40.740,80.00,3.50,91.438,13.5,0.985,94.219,30.00,2.00,-6.770,17.5,5.633,-2.407,100.00,6.00,-17.094,26.9,2.086,-12.513,50.00,4.00,-56.562,26.0,1.008,-54.585,80.00,3.50,-94.062,-14.7,-1.030,-97.043,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3161,5.941,-9.3,-5.961,1.817,100.00,6.00,15.828,-28.7,-2.385,10.749,50.00,4.00,43.062,-31.8,-0.882,40.681,80.00,3.50,91.438,9.0,0.957,94.242,30.00,2.00,-6.734,18.5,5.797,-2.381,100.00,6.00,-17.062,24.1,2.127,-12.467,50.00,4.00,-56.531,27.9,1.062,-54.540,80.00,3.50,-94.062,-12.6,-0.999,-97.066,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3181,5.922,-8.8,-6.109,1.799,100.00,6.00,15.766,-30.8,-2.330,10.699,50.00,4.00,42.969,-35.2,-0.982,40.622,80.00,3.50,91.438,9.8,0.994,94.265,30.00,2.00,-6.715,12.5,5.762,-2.356,100.00,6.00,-17.016,19.7,2.141,-12.422,50.00,4.00,-56.469,23.9,1.125,-54.495,80.00,3.50,-94.125,-15.6,-0.938,-97.088,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3201,5.914,-4.1,-6.109,1.781,100.00,6.00,15.719,-26.5,-2.381,10.649,50.00,4.00,42.906,-32.6,-0.852,40.564,80.00,3.50,91.500,12.7,0.946,94.289,30.00,2.00,-6.680,15.0,5.906,-2.330,100.00,6.00,-16.953,24.2,2.205,-12.377,50.00,4.00,-56.438,27.1,1.126,-54.450,80.00,3.50,-94.125,-15.1,-0.892,-97.110,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3221,5.871,-14.6,-5.980,1.763,100.00,6.00,15.664,-28.6,-2.354,10.600,50.00,4.00,42.844,-31.1,-0.891,40.505,80.00,3.50,91.500,12.4,0.901,94.312,30.00,2.00,-6.660,10.8,5.844,-2.305,100.00,6.00,-16.891,28.0,1.905,-12.331,50.00,4.00,-56.375,23.5,1.109,-54.405,80.00,3.50,-94.188,-16.6,-0.982,-97.132,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3241,5.863,-9.1,-6.188,1.745,100.00,6.00,15.617,-26.1,-2.381,10.550,50.00,4.00,42.781,-35.4,-0.813,40.447,80.00,3.50,91.562,13.2,0.915,94.335,30.00,2.00,-6.629,12.3,5.844,-2.280,100.00,6.00,-16.859,22.9,2.043,-12.286,50.00,4.00,-56.344,23.1,1.188,-54.361,80.00,3.50,-94.188,-16.0,-0.904,-97.154,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3261,5.848,-9.9,-6.113,1.727,100.00,6.00,15.555,-30.3,-2.402,10.501,50.00,4.00,42.719,-29.3,-0.877,40.389,80.00,3.50,91.562,11.5,0.936,94.358,30.00,2.00,-6.602,10.7,5.840,-2.255,100.00,6.00,-16.797,24.7,2.127,-12.241,50.00,4.00,-56.281,25.0,1.166,-54.316,80.00,3.50,-94.250,-16.4,-0.899,-97.176,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3281,5.832,-8.1,-5.941,1.709,100.00,6.00,15.508,-28.6,-2.461,10.452,50.00,4.00,42.656,-25.1,-1.014,40.331,80.00,3.50,91.625,15.0,0.959,94.381,30.00,2.00,-6.574,12.3,6.066,-2.229,100.00,6.00,-16.750,22.0,2.178,-12.197,50.00,4.00,-56.250,23.0,1.115,-54.272,80.00,3.50,-94.250,-17.7,-0.861,-97.198,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3301,5.812,-8.7,-6.027,1.691,100.00,6.00,15.445,-29.5,-2.361,10.403,50.00,4.00,42.594,-32.2,-0.991,40.273,80.00,3.50,91.625,13.2,0.930,94.404,30.00,2.00,-6.535,16.1,5.914,-2.204,100.00,6.00,-16.688,27.0,2.199,-12.152,50.00,4.00,-56.188,23.8,1.093,-54.228,80.00,3.50,-94.312,-18.2,-0.836,-97.220,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3321,5.793,-9.2,-6.238,1.674,100.00,6.00,15.398,-27.0,-2.275,10.354,50.00,4.00,42.531,-30.0,-1.097,40.216,80.00,3.50,91.688,13.8,0.922,94.427,30.00,2.00,-6.516,14.3,6.262,-2.180,100.00,6.00,-16.656,25.0,2.180,-12.108,50.00,4.00,-56.156,24.1,1.126,-54.184,80.00,3.50,-94.375,-16.8,-0.875,-97.242,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3341,5.781,-6.3,-5.992,1.656,100.00,6.00,15.344,-27.8,-2.287,10.305,50.00,4.00,42.469,-29.3,-1.062,40.159,80.00,3.50,91.688,13.8,0.970,94.450,30.00,2.00,-6.484,15.8,6.152,-2.155,100.00,6.00,-16.609,22.7,2.279,-12.063,50.00,4.00,-56.094,22.0,0.990,-54.140,80.00,3.50,-94.375,-19.9,-0.844,-97.263,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3361,5.754,-9.2,-6.000,1.638,100.00,6.00,15.281,-29.5,-2.328,10.257,50.00,4.00,42.406,-31.5,-1.052,40.101,80.00,3.50,91.688,12.4,0.932,94.472,30.00,2.00,-6.457,14.5,6.176,-2.130,100.00,6.00,-16.562,22.1,2.139,-12.019,50.00,4.00,-56.062,25.7,1.026,-54.096,80.00,3.50,-94.438,-17.6,-0.804,-97.285,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3381,5.730,-12.0,-5.949,1.621,100.00,6.00,15.234,-27.0,-2.434,10.209,50.00,4.00,42.344,-26.4,-1.064,40.044,80.00,3.50,91.750,12.1,0.979,94.495,30.00,2.00,-6.422,17.6,5.832,-2.105,100.00,6.00,-16.516,23.6,2.385,-11.975,50.00,4.00,-56.000,24.3,1.019,-54.053,80.00,3.50,-94.438,-21.3,-0.737,-97.306,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3401,5.707,-12.6,-5.938,1.603,100.00,6.00,15.180,-27.8,-2.342,10.161,50.00,4.00,42.281,-29.8,-1.062,39.988,80.00,3.50,91.750,7.3,1.013,94.518,30.00,2.00,-6.402,13.8,5.867,-2.081,100.00,6.00,-16.469,23.0,2.049,-11.932,50.00,4.00,-55.969,23.2,0.973,-54.010,80.00,3.50,-94.500,-16.7,-0.679,-97.328,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3421,5.691,-9.6,-5.781,1.586,100.00,6.00,15.133,-24.3,-2.461,10.113,50.00,4.00,42.219,-29.8,-1.073,39.931,80.00,3.50,91.812,11.4,0.951,94.540,30.00,2.00,-6.359,18.8,5.738,-2.056,100.00,6.00,-16.422,22.9,2.205,-11.888,50.00,4.00,-55.906,22.2,0.982,-53.966,80.00,3.50,-94.562,-21.2,-0.651,-97.349,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3441,5.668,-10.1,-5.965,1.569,100.00,6.00,15.078,-26.3,-2.436,10.065,50.00,4.00,42.156,-27.5,-1.086,39.875,80.00,3.50,91.812,6.9,0.965,94.562,30.00,2.00,-6.344,11.7,5.656,-2.032,100.00,6.00,-16.375,22.7,2.145,-11.844,50.00,4.00,-55.844,27.8,0.930,-53.923,80.00,3.50,-94.562,-21.9,-0.644,-97.370,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3461,5.641,-12.7,-5.770,1.551,100.00,6.00,15.023,-28.3,-2.352,10.017,50.00,4.00,42.094,-31.9,-1.053,39.819,80.00,3.50,91.812,10.4,1.017,94.585,30.00,2.00,-6.305,16.8,5.777,-2.008,100.00,6.00,-16.328,25.1,2.213,-11.801,50.00,4.00,-55.812,21.6,0.974,-53.881,80.00,3.50,-94.625,-20.6,-0.632,-97.392,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3481,5.613,-13.8,-5.832,1.534,100.00,6.00,14.984,-23.8,-2.418,9.970,50.00,4.00,42.062,-28.1,-1.098,39.763,80.00,3.50,91.875,8.1,0.974,94.607,30.00,2.00,-6.277,15.5,5.703,-1.983,100.00,6.00,-16.281,23.0,2.125,-11.758,50.00,4.00,-55.750,21.1,1.041,-53.838,80.00,3.50,-94.688,-21.1,-0.570,-97.413,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3501,5.605,-6.7,-5.684,1.517,100.00,6.00,14.914,-30.5,-2.387,9.923,50.00,4.00,42.000,-29.6,-1.062,39.707,80.00,3.50,91.875,10.1,0.999,94.629,30.00,2.00,-6.246,16.0,5.703,-1.959,100.00,6.00,-16.234,21.8,2.107,-11.715,50.00,4.00,-55.719,23.8,1.121,-53.795,80.00,3.50,-94.750,-23.5,-0.598,-97.434,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3521,5.578,-9.7,-5.742,1.500,100.00,6.00,14.867,-26.5,-2.246,9.876,50.00,4.00,41.938,-29.1,-1.169,39.652,80.00,3.50,91.875,12.0,1.019,94.651,30.00,2.00,-6.219,13.8,5.805,-1.935,100.00,6.00,-16.188,21.5,2.283,-11.672,50.00,4.00,-55.656,22.4,1.187,-53.753,80.00,3.50,-94.750,-22.6,-0.564,-97.455,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3640,5.445,-8.5,-5.746,1.399,100.00,6.00,14.555,-25.0,-2.355,9.599,50.00,4.00,41.562,-28.7,-0.926,39.325,80.00,3.50,92.000,12.7,0.964,94.781,30.00,2.00,-6.074,13.3,6.086,-1.794,100.00,6.00,-15.914,20.6,2.074,-11.420,50.00,4.00,-55.406,19.4,0.875,-53.503,80.00,3.50,-95.000,-18.5,-0.604,-97.578,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3640,5.445,-8.5,-5.746,1.399,100.00,6.00,14.555,-25.0,-2.355,9.597,50.00,4.00,41.562,-28.7,-0.926,39.324,80.00,3.50,92.000,12.7,0.964,94.781,30.00,2.00,-6.074,13.3,6.086,-1.793,100.00,6.00,-15.914,20.6,2.074,-11.419,50.00,4.00,-55.406,19.4,0.875,-53.502,80.00,3.50,-95.000,-18.5,-0.604,-97.579,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3641,5.445,-8.5,-5.746,1.399,100.00,6.00,14.555,-25.0,-2.355,9.597,50.00,4.00,41.562,-28.7,-0.926,39.323,80.00,3.50,92.000,12.7,0.964,94.782,30.00,2.00,-6.074,13.3,6.086,-1.793,100.00,6.00,-15.914,20.6,2.074,-11.418,50.00,4.00,-55.406,19.4,0.875,-53.502,80.00,3.50,-95.000,-18.5,-0.604,-97.579,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3641,5.445,-8.5,-5.746,1.398,100.00,6.00,14.555,-25.0,-2.355,9.596,50.00,4.00,41.562,-28.7,-0.926,39.322,80.00,3.50,92.000,12.7,0.964,94.782,30.00,2.00,-6.074,13.3,6.086,-1.792,100.00,6.00,-15.914,20.6,2.074,-11.417,50.00,4.00,-55.406,19.4,0.875,-53.501,80.00,3.50,-95.000,-18.5,-0.604,-97.579,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3642,5.445,-8.5,-5.746,1.398,100.00,6.00,14.555,-25.0,-2.355,9.594,50.00,4.00,41.562,-28.7,-0.926,39.320,80.00,3.50,92.000,12.7,0.964,94.783,30.00,2.00,-6.074,13.3,6.086,-1.792,100.00,6.00,-15.914,20.6,2.074,-11.416,50.00,4.00,-55.406,19.4,0.875,-53.499,80.00,3.50,-95.000,-18.5,-0.604,-97.580,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3642,5.445,-8.5,-5.746,1.398,100.00,6.00,14.555,-25.0,-2.355,9.594,50.00,4.00,41.562,-28.7,-0.926,39.320,80.00,3.50,92.000,12.7,0.964,94.783,30.00,2.00,-6.074,13.3,6.086,-1.791,100.00,6.00,-15.914,20.6,2.074,-11.415,50.00,4.00,-55.406,19.4,0.875,-53.499,80.00,3.50,-95.000,-18.5,-0.604,-97.580,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3661,5.426,-9.3,-5.812,1.382,100.00,6.00,14.500,-25.8,-2.262,9.550,50.00,4.00,41.500,-30.7,-0.890,39.268,80.00,3.50,92.062,13.2,0.867,94.803,30.00,2.00,-6.070,7.2,6.359,-1.769,100.00,6.00,-15.859,27.1,2.035,-11.376,50.00,4.00,-55.375,21.2,0.818,-53.460,80.00,3.50,-95.062,-22.2,-0.616,-97.600,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3681,5.406,-9.3,-5.746,1.365,100.00,6.00,14.445,-26.9,-2.275,9.505,50.00,4.00,41.469,-29.4,-0.872,39.214,80.00,3.50,92.062,13.2,0.826,94.825,30.00,2.00,-6.043,9.8,6.156,-1.746,100.00,6.00,-15.820,20.7,1.966,-11.334,50.00,4.00,-55.312,19.4,0.787,-53.419,80.00,3.50,-95.125,-20.5,-0.644,-97.620,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3701,5.398,-5.2,-5.781,1.349,100.00,6.00,14.398,-24.2,-2.314,9.459,50.00,4.00,41.406,-24.7,-0.810,39.161,80.00,3.50,92.125,13.5,0.868,94.846,30.00,2.00,-6.027,7.3,6.109,-1.723,100.00,6.00,-15.766,23.7,1.941,-11.293,50.00,4.00,-55.281,21.0,0.873,-53.378,80.00,3.50,-95.125,-14.1,-0.689,-97.640,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3721,5.379,-7.1,-6.074,1.332,100.00,6.00,14.352,-24.8,-2.301,9.414,50.00,4.00,41.344,-30.4,-1.134,39.108,80.00,3.50,92.125,9.4,0.886,94.867,30.00,2.00,-6.008,8.0,6.152,-1.700,100.00,6.00,-15.719,27.0,2.158,-11.252,50.00,4.00,-55.250,16.2,1.014,-53.337,80.00,3.50,-95.188,-17.9,-0.754,-97.660,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3741,5.355,-9.9,-6.184,1.316,100.00,6.00,14.312,-22.3,-2.547,9.369,50.00,4.00,41.312,-23.3,-1.199,39.055,80.00,3.50,92.188,12.6,0.880,94.888,30.00,2.00,-5.973,14.1,6.113,-1.676,100.00,6.00,-15.680,20.3,2.086,-11.211,50.00,4.00,-55.188,21.6,1.138,-53.296,80.00,3.50,-95.188,-13.9,-0.686,-97.680,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3761,5.352,-5.0,-6.062,1.300,100.00,6.00,14.242,-29.1,-2.309,9.324,50.00,4.00,41.250,-27.7,-1.146,39.002,80.00,3.50,92.188,17.8,0.814,94.909,30.00,2.00,-5.961,6.9,6.254,-1.654,100.00,6.00,-15.625,24.4,2.129,-11.170,50.00,4.00,-55.125,24.6,1.076,-53.256,80.00,3.50,-95.188,-13.4,-0.752,-97.700,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3781,5.328,-8.1,-6.219,1.283,100.00,6.00,14.203,-24.9,-2.396,9.279,50.00,4.00,41.188,-23.8,-1.217,38.949,80.00,3.50,92.250,16.4,0.800,94.930,30.00,2.00,-5.918,16.4,6.113,-1.630,100.00,6.00,-15.586,22.0,2.158,-11.129,50.00,4.00,-55.094,20.9,1.160,-53.215,80.00,3.50,-95.250,-12.0,-0.757,-97.721,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3801,5.312,-7.3,-5.965,1.267,100.00,6.00,14.156,-23.6,-2.406,9.235,50.00,4.00,41.156,-24.7,-1.115,38.896,80.00,3.50,92.250,17.7,0.812,94.951,30.00,2.00,-5.902,11.7,6.008,-1.608,100.00,6.00,-15.547,18.8,2.316,-11.088,50.00,4.00,-55.062,15.6,1.115,-53.175,80.00,3.50,-95.250,-12.1,-0.769,-97.740,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3821,5.289,-10.5,-6.148,1.251,100.00,6.00,14.102,-27.3,-2.453,9.190,50.00,4.00,41.094,-28.2,-1.188,38.844,80.00,3.50,92.312,15.3,0.823,94.972,30.00,2.00,-5.875,13.3,6.016,-1.585,100.00,6.00,-15.500,21.4,2.189,-11.048,50.00,4.00,-55.031,18.7,1.095,-53.135,80.00,3.50,-95.312,-17.4,-0.843,-97.760,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3841,5.277,-8.1,-6.145,1.235,100.00,6.00,14.055,-25.5,-2.451,9.146,50.00,4.00,41.031,-23.7,-1.102,38.792,80.00,3.50,92.312,17.3,0.883,94.993,30.00,2.00,-5.848,13.8,5.977,-1.563,100.00,6.00,-15.461,19.0,2.373,-11.008,50.00,4.00,-54.969,21.5,1.169,-53.095,80.00,3.50,-95.312,-8.8,-0.802,-97.780,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3861,5.258,-10.5,-5.949,1.219,100.00,6.00,14.016,-23.5,-2.436,9.102,50.00,4.00,40.969,-25.7,-1.172,38.740,80.00,3.50,92.375,14.3,0.861,95.013,30.00,2.00,-5.816,18.0,5.910,-1.540,100.00,6.00,-15.414,20.6,2.303,-10.967,50.00,4.00,-54.938,20.8,1.221,-53.056,80.00,3.50,-95.312,-9.8,-0.792,-97.799,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3881,5.254,-4.5,-6.000,1.203,100.00,6.00,13.969,-20.9,-2.453,9.058,50.00,4.00,40.938,-23.1,-1.147,38.688,80.00,3.50,92.375,12.6,0.793,95.034,30.00,2.00,-5.797,14.1,5.902,-1.517,100.00,6.00,-15.367,22.3,2.436,-10.927,50.00,4.00,-54.875,22.9,1.120,-53.016,80.00,3.50,-95.375,-10.0,-0.809,-97.819,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3901,5.227,-9.7,-6.176,1.187,100.00,6.00,13.914,-26.4,-2.455,9.014,50.00,4.00,40.844,-27.9,-1.069,38.636,80.00,3.50,92.438,14.2,0.880,95.055,30.00,2.00,-5.766,15.5,5.852,-1.495,100.00,6.00,-15.336,20.2,2.354,-10.887,50.00,4.00,-54.844,22.1,1.151,-52.976,80.00,3.50,-95.375,-11.3,-0.788,-97.839,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3921,5.211,-9.8,-6.109,1.171,100.00,6.00,13.867,-25.2,-2.555,8.970,50.00,4.00,40.812,-26.2,-1.157,38.585,80.00,3.50,92.438,12.5,0.822,95.075,30.00,2.00,-5.742,11.9,5.906,-1.473,100.00,6.00,-15.289,23.0,2.285,-10.848,50.00,4.00,-54.812,21.2,1.022,-52.937,80.00,3.50,-95.438,-11.4,-0.787,-97.858,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3941,5.203,-6.5,-6.055,1.156,100.00,6.00,13.828,-24.3,-2.539,8.927,50.00,4.00,40.750,-28.8,-1.166,38.534,80.00,3.50,92.438,12.2,0.837,95.095,30.00,2.00,-5.703,18.1,5.848,-1.451,100.00,6.00,-15.250,21.4,2.277,-10.808,50.00,4.00,-54.750,22.0,1.082,-52.898,80.00,3.50,-95.438,-9.5,-0.836,-97.877,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3961,5.180,-10.4,-6.211,1.140,100.00,6.00,13.773,-25.8,-2.391,8.884,50.00,4.00,40.688,-28.8,-1.043,38.483,80.00,3.50,92.500,12.8,0.868,95.115,30.00,2.00,-5.676,16.8,5.879,-1.429,100.00,6.00,-15.211,21.8,2.373,-10.769,50.00,4.00,-54.719,22.7,1.106,-52.860,80.00,3.50,-95.438,-7.5,-0.933,-97.896,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.3981,5.172,-8.3,-6.219,1.124,100.00,6.00,13.727,-25.2,-2.457,8.841,50.00,4.00,40.625,-29.2,-1.053,38.432,80.00,3.50,92.500,13.7,0.871,95.136,30.00,2.00,-5.664,9.9,5.797,-1.407,100.00,6.00,-15.180,18.2,2.275,-10.730,50.00,4.00,-54.656,24.9,1.001,-52.821,80.00,3.50,-95.500,-12.7,-0.884,-97.916,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
