t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
1.4001,5.160,-7.7,-6.129,1.109,100.00,6.00,13.688,-20.6,-2.328,8.798,50.00,4.00,40.562,-33.2,-1.077,38.382,80.00,3.50,92.562,15.1,0.866,95.156,30.00,2.00,-5.625,14.6,5.754,-1.385,100.00,6.00,-15.125,23.1,2.271,-10.691,50.00,4.00,-54.625,24.6,1.097,-52.782,80.00,3.50,-95.500,-9.4,-0.967,-97.935,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4021,5.148,-7.0,-6.105,1.093,100.00,6.00,13.633,-26.1,-2.445,8.756,50.00,4.00,40.531,-28.0,-1.070,38.332,80.00,3.50,92.562,14.3,0.914,95.176,30.00,2.00,-5.598,14.4,5.715,-1.363,100.00,6.00,-15.078,22.4,2.355,-10.652,50.00,4.00,-54.562,26.0,1.068,-52.744,80.00,3.50,-95.500,-3.9,-0.962,-97.954,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4041,5.133,-7.6,-6.270,1.078,100.00,6.00,13.578,-24.3,-2.328,8.714,50.00,4.00,40.469,-29.5,-1.010,38.282,80.00,3.50,92.625,11.9,0.890,95.195,30.00,2.00,-5.566,14.7,5.535,-1.342,100.00,6.00,-15.039,22.5,2.221,-10.614,50.00,4.00,-54.531,21.7,1.085,-52.706,80.00,3.50,-95.562,-7.1,-0.961,-97.973,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4061,5.113,-8.6,-6.148,1.063,100.00,6.00,13.531,-23.9,-2.322,8.671,50.00,4.00,40.406,-30.7,-0.911,38.232,80.00,3.50,92.625,13.5,0.858,95.215,30.00,2.00,-5.539,15.6,5.703,-1.320,100.00,6.00,-14.992,23.9,2.252,-10.575,50.00,4.00,-54.500,25.3,1.118,-52.668,80.00,3.50,-95.562,-5.2,-1.071,-97.991,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4081,5.098,-8.8,-6.277,1.047,100.00,6.00,13.484,-23.6,-2.393,8.629,50.00,4.00,40.344,-26.7,-1.028,38.183,80.00,3.50,92.625,11.0,0.842,95.235,30.00,2.00,-5.520,11.8,5.957,-1.299,100.00,6.00,-14.953,21.3,2.244,-10.537,50.00,4.00,-54.469,19.6,1.165,-52.630,80.00,3.50,-95.562,-6.6,-1.119,-98.010,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4101,5.082,-9.5,-6.219,1.032,100.00,6.00,13.445,-22.3,-2.533,8.588,50.00,4.00,40.281,-32.6,-1.102,38.133,80.00,3.50,92.688,16.6,0.851,95.254,30.00,2.00,-5.480,17.3,5.809,-1.277,100.00,6.00,-14.914,21.4,2.320,-10.499,50.00,4.00,-54.406,20.8,1.076,-52.592,80.00,3.50,-95.562,-6.7,-1.088,-98.029,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4121,5.078,-6.3,-6.238,1.017,100.00,6.00,13.391,-25.8,-2.459,8.546,50.00,4.00,40.219,-30.0,-0.919,38.084,80.00,3.50,92.688,13.8,0.801,95.274,30.00,2.00,-5.457,17.3,6.000,-1.256,100.00,6.00,-14.883,18.0,2.404,-10.461,50.00,4.00,-54.375,14.8,1.075,-52.555,80.00,3.50,-95.562,-7.8,-1.097,-98.047,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4141,5.062,-6.7,-6.348,1.002,100.00,6.00,13.352,-23.3,-2.465,8.504,50.00,4.00,40.156,-29.6,-0.927,38.035,80.00,3.50,92.750,11.9,0.835,95.294,30.00,2.00,-5.434,15.9,5.969,-1.235,100.00,6.00,-14.836,20.1,2.215,-10.423,50.00,4.00,-54.344,18.5,1.039,-52.517,80.00,3.50,-95.562,-2.2,-1.166,-98.066,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4161,5.051,-4.8,-6.012,0.987,100.00,6.00,13.297,-24.4,-2.541,8.463,50.00,4.00,40.125,-27.0,-1.037,37.987,80.00,3.50,92.750,10.8,0.876,95.313,30.00,2.00,-5.418,13.7,5.973,-1.214,100.00,6.00,-14.797,18.9,2.240,-10.385,50.00,4.00,-54.281,16.7,1.057,-52.480,80.00,3.50,-95.562,-2.9,-1.154,-98.084,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4181,5.031,-7.6,-6.203,0.972,100.00,6.00,13.266,-21.2,-2.570,8.422,50.00,4.00,40.062,-26.5,-1.039,37.938,80.00,3.50,92.812,13.7,0.793,95.332,30.00,2.00,-5.387,16.8,6.168,-1.193,100.00,6.00,-14.758,18.8,2.305,-10.348,50.00,4.00,-54.250,19.0,1.002,-52.443,80.00,3.50,-95.625,-8.1,-1.146,-98.102,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4201,5.023,-4.4,-6.285,0.957,100.00,6.00,13.211,-22.8,-2.482,8.381,50.00,4.00,40.000,-27.9,-1.064,37.890,80.00,3.50,92.812,14.2,0.825,95.351,30.00,2.00,-5.379,10.3,6.125,-1.172,100.00,6.00,-14.711,23.3,2.377,-10.311,50.00,4.00,-54.188,25.4,0.897,-52.406,80.00,3.50,-95.562,1.9,-1.117,-98.121,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4221,5.012,-4.9,-6.406,0.942,100.00,6.00,13.164,-22.7,-2.482,8.340,50.00,4.00,39.969,-26.0,-1.066,37.842,80.00,3.50,92.812,10.9,0.843,95.370,30.00,2.00,-5.355,11.8,6.094,-1.151,100.00,6.00,-14.680,17.8,2.357,-10.274,50.00,4.00,-54.156,21.0,0.889,-52.369,80.00,3.50,-95.625,-1.0,-1.155,-98.139,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4241,4.996,-6.9,-6.422,0.928,100.00,6.00,13.117,-23.2,-2.465,8.300,50.00,4.00,39.906,-28.9,-1.100,37.794,80.00,3.50,92.875,16.8,0.802,95.389,30.00,2.00,-5.340,8.4,6.051,-1.130,100.00,6.00,-14.633,21.4,2.379,-10.237,50.00,4.00,-54.094,21.8,0.932,-52.333,80.00,3.50,-95.625,-3.1,-1.174,-98.157,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4261,4.988,-5.0,-6.262,0.913,100.00,6.00,13.078,-22.2,-2.414,8.260,50.00,4.00,39.844,-27.1,-1.112,37.747,80.00,3.50,92.875,12.4,0.775,95.408,30.00,2.00,-5.305,12.9,5.977,-1.110,100.00,6.00,-14.602,18.6,2.238,-10.200,50.00,4.00,-54.062,23.8,0.940,-52.297,80.00,3.50,-95.625,-3.3,-1.224,-98.175,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4281,4.973,-6.3,-6.359,0.898,100.00,6.00,13.039,-18.7,-2.402,8.219,50.00,4.00,39.781,-28.7,-1.104,37.699,80.00,3.50,92.938,15.2,0.868,95.427,30.00,2.00,-5.285,13.8,6.461,-1.089,100.00,6.00,-14.555,19.5,2.258,-10.164,50.00,4.00,-54.000,24.2,0.893,-52.260,80.00,3.50,-95.625,-5.6,-1.234,-98.193,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4301,4.957,-5.9,-6.293,0.884,100.00,6.00,12.977,-25.5,-2.521,8.179,50.00,4.00,39.750,-24.8,-1.091,37.652,80.00,3.50,92.938,10.3,0.842,95.446,30.00,2.00,-5.273,9.6,6.105,-1.069,100.00,6.00,-14.508,22.2,2.254,-10.127,50.00,4.00,-53.969,19.9,0.953,-52.224,80.00,3.50,-95.625,-3.6,-1.267,-98.211,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4321,4.953,-2.5,-6.219,0.869,100.00,6.00,12.945,-22.2,-2.445,8.140,50.00,4.00,39.688,-27.4,-1.252,37.605,80.00,3.50,92.938,13.7,0.889,95.464,30.00,2.00,-5.250,9.0,5.895,-1.048,100.00,6.00,-14.469,21.5,2.289,-10.091,50.00,4.00,-53.938,18.0,1.038,-52.189,80.00,3.50,-95.625,-4.1,-1.241,-98.228,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4341,4.930,-7.4,-6.422,0.855,100.00,6.00,12.898,-21.7,-2.453,8.100,50.00,4.00,39.656,-26.9,-1.086,37.559,80.00,3.50,93.000,11.2,0.934,95.483,30.00,2.00,-5.223,11.3,5.867,-1.028,100.00,6.00,-14.430,20.2,2.402,-10.055,50.00,4.00,-53.906,20.1,1.025,-52.153,80.00,3.50,-95.625,-3.8,-1.287,-98.246,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4361,4.918,-7.9,-6.492,0.841,100.00,6.00,12.852,-20.2,-2.486,8.061,50.00,4.00,39.594,-24.2,-1.264,37.512,80.00,3.50,93.000,8.1,0.882,95.501,30.00,2.00,-5.195,13.1,5.973,-1.008,100.00,6.00,-14.383,23.5,2.336,-10.019,50.00,4.00,-53.844,20.3,1.045,-52.117,80.00,3.50,-95.625,-3.1,-1.254,-98.263,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4381,4.902,-8.4,-6.367,0.826,100.00,6.00,12.820,-15.6,-2.562,8.022,50.00,4.00,39.562,-24.0,-1.100,37.466,80.00,3.50,93.000,10.3,0.933,95.519,30.00,2.00,-5.176,10.7,5.938,-0.988,100.00,6.00,-14.344,23.7,2.346,-9.983,50.00,4.00,-53.812,23.5,1.048,-52.082,80.00,3.50,-95.625,-3.1,-1.267,-98.281,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4401,4.891,-6.8,-6.258,0.812,100.00,6.00,12.766,-22.8,-2.578,7.983,50.00,4.00,39.500,-24.5,-1.173,37.420,80.00,3.50,93.062,11.6,0.870,95.538,30.00,2.00,-5.164,4.6,5.707,-0.968,100.00,6.00,-14.305,22.5,2.352,-9.948,50.00,4.00,-53.781,15.3,1.036,-52.047,80.00,3.50,-95.625,-7.3,-1.311,-98.298,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4421,4.875,-8.1,-6.242,0.798,100.00,6.00,12.727,-23.0,-2.678,7.944,50.00,4.00,39.438,-24.4,-1.105,37.375,80.00,3.50,93.062,7.8,0.882,95.556,30.00,2.00,-5.121,11.8,5.703,-0.949,100.00,6.00,-14.273,18.9,2.379,-9.913,50.00,4.00,-53.750,19.2,1.011,-52.012,80.00,3.50,-95.625,-4.0,-1.285,-98.315,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4441,4.863,-7.2,-6.250,0.784,100.00,6.00,12.688,-20.6,-2.645,7.905,50.00,4.00,39.406,-23.4,-1.173,37.329,80.00,3.50,93.062,6.2,0.942,95.574,30.00,2.00,-5.094,13.5,5.805,-0.929,100.00,6.00,-14.234,17.4,2.371,-9.878,50.00,4.00,-53.688,19.6,0.989,-51.978,80.00,3.50,-95.625,0.5,-1.282,-98.333,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4461,4.859,-4.1,-6.406,0.770,100.00,6.00,12.656,-19.7,-2.715,7.867,50.00,4.00,39.344,-25.0,-1.120,37.284,80.00,3.50,93.125,13.6,0.897,95.592,30.00,2.00,-5.078,8.5,5.781,-0.909,100.00,6.00,-14.195,18.3,2.303,-9.843,50.00,4.00,-53.656,19.7,0.907,-51.943,80.00,3.50,-95.688,-3.7,-1.275,-98.350,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4481,4.855,-0.1,-6.320,0.756,100.00,6.00,12.609,-22.6,-2.564,7.829,50.00,4.00,39.281,-28.2,-1.194,37.239,80.00,3.50,93.125,8.3,0.994,95.610,30.00,2.00,-5.047,12.0,6.043,-0.890,100.00,6.00,-14.156,19.2,2.328,-9.808,50.00,4.00,-53.594,22.9,0.957,-51.908,80.00,3.50,-95.688,-0.6,-1.239,-98.367,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4501,4.832,-5.0,-6.496,0.743,100.00,6.00,12.570,-19.5,-2.590,7.791,50.00,4.00,39.250,-23.4,-1.158,37.194,80.00,3.50,93.125,5.6,0.984,95.628,30.00,2.00,-5.031,9.5,5.898,-0.870,100.00,6.00,-14.109,23.9,2.381,-9.773,50.00,4.00,-53.562,19.4,0.949,-51.874,80.00,3.50,-95.688,-4.7,-1.289,-98.384,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4521,4.824,-3.7,-6.402,0.729,100.00,6.00,12.531,-17.7,-2.449,7.753,50.00,4.00,39.188,-24.7,-1.064,37.150,80.00,3.50,93.188,10.9,0.966,95.645,30.00,2.00,-5.004,12.5,5.992,-0.851,100.00,6.00,-14.094,15.2,2.367,-9.739,50.00,4.00,-53.531,21.0,0.962,-51.840,80.00,3.50,-95.688,-4.1,-1.251,-98.401,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4541,4.809,-6.1,-6.441,0.715,100.00,6.00,12.477,-21.7,-2.543,7.715,50.00,4.00,39.156,-23.1,-1.124,37.105,80.00,3.50,93.188,9.4,1.007,95.663,30.00,2.00,-4.973,15.7,5.734,-0.832,100.00,6.00,-14.047,18.9,2.396,-9.705,50.00,4.00,-53.469,24.6,0.805,-51.806,80.00,3.50,-95.688,-3.9,-1.233,-98.417,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4561,4.801,-4.3,-6.543,0.702,100.00,6.00,12.438,-21.2,-2.510,7.678,50.00,4.00,39.094,-24.0,-1.139,37.061,80.00,3.50,93.188,8.9,1.027,95.680,30.00,2.00,-4.961,10.9,6.156,-0.813,100.00,6.00,-14.016,15.1,2.396,-9.671,50.00,4.00,-53.438,19.5,0.880,-51.773,80.00,3.50,-95.688,-3.1,-1.260,-98.434,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4581,4.789,-6.3,-6.527,0.688,100.00,6.00,12.398,-20.1,-2.477,7.641,50.00,4.00,39.062,-23.1,-1.188,37.017,80.00,3.50,93.188,4.0,1.017,95.698,30.00,2.00,-4.945,8.1,5.996,-0.794,100.00,6.00,-13.977,17.6,2.555,-9.637,50.00,4.00,-53.406,22.1,0.915,-51.739,80.00,3.50,-95.688,-4.6,-1.256,-98.451,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4601,4.773,-9.2,-6.645,0.675,100.00,6.00,12.344,-25.1,-2.594,7.604,50.00,4.00,39.000,-23.2,-1.188,36.974,80.00,3.50,93.188,8.6,0.966,95.715,30.00,2.00,-4.914,13.5,6.305,-0.775,100.00,6.00,-13.945,16.0,2.377,-9.603,50.00,4.00,-53.344,22.8,0.837,-51.706,80.00,3.50,-95.688,-7.0,-1.229,-98.467,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4621,4.766,-6.3,-6.465,0.661,100.00,6.00,12.312,-20.1,-2.648,7.567,50.00,4.00,38.969,-23.9,-1.186,36.930,80.00,3.50,93.250,7.5,0.994,95.732,30.00,2.00,-4.906,9.7,6.203,-0.756,100.00,6.00,-13.898,21.0,2.402,-9.569,50.00,4.00,-53.312,19.0,0.931,-51.673,80.00,3.50,-95.688,-0.9,-1.270,-98.483,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4641,4.762,-4.9,-6.496,0.648,100.00,6.00,12.273,-19.3,-2.654,7.530,50.00,4.00,38.906,-25.7,-1.241,36.887,80.00,3.50,93.250,7.3,1.034,95.750,30.00,2.00,-4.883,11.0,6.172,-0.737,100.00,6.00,-13.867,15.2,2.307,-9.536,50.00,4.00,-53.281,17.8,1.038,-51.640,80.00,3.50,-95.688,-2.2,-1.266,-98.500,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4661,4.754,-2.9,-6.605,0.635,100.00,6.00,12.234,-20.8,-2.551,7.494,50.00,4.00,38.875,-24.2,-1.164,36.844,80.00,3.50,93.250,9.4,0.941,95.767,30.00,2.00,-4.875,6.4,6.262,-0.719,100.00,6.00,-13.836,14.5,2.373,-9.503,50.00,4.00,-53.250,19.0,0.908,-51.607,80.00,3.50,-95.750,-5.1,-1.272,-98.516,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4681,4.742,-4.7,-6.637,0.622,100.00,6.00,12.195,-19.7,-2.617,7.458,50.00,4.00,38.812,-25.3,-1.154,36.801,80.00,3.50,93.250,6.5,0.965,95.784,30.00,2.00,-4.859,7.2,6.176,-0.700,100.00,6.00,-13.789,21.4,2.553,-9.470,50.00,4.00,-53.219,21.0,0.955,-51.574,80.00,3.50,-95.750,-3.3,-1.207,-98.532,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4701,4.730,-4.9,-6.621,0.609,100.00,6.00,12.156,-20.6,-2.660,7.422,50.00,4.00,38.781,-26.4,-1.080,36.759,80.00,3.50,93.312,8.1,0.973,95.800,30.00,2.00,-4.844,5.4,6.094,-0.682,100.00,6.00,-13.758,17.6,2.408,-9.437,50.00,4.00,-53.188,20.4,0.962,-51.542,80.00,3.50,-95.750,-4.0,-1.294,-98.548,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4721,4.719,-5.4,-6.418,0.596,100.00,6.00,12.109,-22.6,-2.629,7.386,50.00,4.00,38.719,-24.7,-1.045,36.717,80.00,3.50,93.312,14.0,0.925,95.817,30.00,2.00,-4.820,8.7,6.312,-0.663,100.00,6.00,-13.719,18.0,2.441,-9.405,50.00,4.00,-53.156,17.2,1.076,-51.509,80.00,3.50,-95.750,-9.7,-1.188,-98.564,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4741,4.711,-5.9,-6.672,0.583,100.00,6.00,12.078,-20.5,-2.684,7.350,50.00,4.00,38.656,-24.7,-1.007,36.675,80.00,3.50,93.312,9.9,0.924,95.834,30.00,2.00,-4.797,10.0,6.094,-0.645,100.00,6.00,-13.695,15.0,2.410,-9.372,50.00,4.00,-53.125,17.8,1.086,-51.477,80.00,3.50,-95.750,-4.5,-1.147,-98.580,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4761,4.691,-9.9,-6.504,0.570,100.00,6.00,12.047,-17.6,-2.629,7.315,50.00,4.00,38.625,-25.8,-1.028,36.633,80.00,3.50,93.375,9.6,0.896,95.850,30.00,2.00,-4.773,13.5,6.152,-0.627,100.00,6.00,-13.648,18.4,2.545,-9.340,50.00,4.00,-53.062,19.5,1.000,-51.445,80.00,3.50,-95.812,-8.7,-1.186,-98.596,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4781,4.699,-2.8,-6.770,0.557,100.00,6.00,12.000,-19.1,-2.617,7.280,50.00,4.00,38.562,-22.6,-1.035,36.591,80.00,3.50,93.375,10.8,0.868,95.867,30.00,2.00,-4.754,11.9,5.977,-0.609,100.00,6.00,-13.625,15.5,2.479,-9.308,50.00,4.00,-53.031,19.7,0.988,-51.414,80.00,3.50,-95.812,-6.9,-1.144,-98.611,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4801,4.688,-4.1,-6.777,0.544,100.00,6.00,11.969,-17.9,-2.744,7.245,50.00,4.00,38.531,-24.5,-1.089,36.550,80.00,3.50,93.438,13.9,0.850,95.883,30.00,2.00,-4.734,10.5,6.078,-0.591,100.00,6.00,-13.586,16.8,2.625,-9.276,50.00,4.00,-53.000,20.4,0.759,-51.382,80.00,3.50,-95.812,-9.6,-1.127,-98.627,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4821,4.676,-5.6,-6.754,0.532,100.00,6.00,11.930,-18.6,-2.705,7.210,50.00,4.00,38.469,-24.9,-1.044,36.509,80.00,3.50,93.438,8.1,0.858,95.900,30.00,2.00,-4.715,12.1,6.312,-0.573,100.00,6.00,-13.539,22.9,2.555,-9.244,50.00,4.00,-52.938,19.6,0.880,-51.351,80.00,3.50,-95.812,-8.4,-1.062,-98.643,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4841,4.676,-1.6,-6.633,0.519,100.00,6.00,11.891,-21.6,-2.633,7.175,50.00,4.00,38.438,-19.9,-1.042,36.468,80.00,3.50,93.438,9.5,0.834,95.916,30.00,2.00,-4.707,6.5,6.098,-0.556,100.00,6.00,-13.516,17.4,2.518,-9.212,50.00,4.00,-52.906,23.1,0.830,-51.319,80.00,3.50,-95.875,-8.4,-1.121,-98.658,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4861,4.660,-5.2,-6.832,0.506,100.00,6.00,11.859,-18.8,-2.688,7.141,50.00,4.00,38.375,-23.8,-1.061,36.428,80.00,3.50,93.500,9.6,0.869,95.932,30.00,2.00,-4.676,12.2,6.176,-0.538,100.00,6.00,-13.484,15.4,2.396,-9.181,50.00,4.00,-52.875,15.4,0.896,-51.288,80.00,3.50,-95.875,-10.0,-1.001,-98.673,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4881,4.664,1.1,-6.535,0.494,100.00,6.00,11.812,-20.2,-2.729,7.106,50.00,4.00,38.312,-26.4,-1.036,36.387,80.00,3.50,93.500,9.5,0.879,95.948,30.00,2.00,-4.664,9.1,6.168,-0.521,100.00,6.00,-13.469,12.2,2.641,-9.150,50.00,4.00,-52.844,19.8,0.878,-51.258,80.00,3.50,-95.938,-10.2,-1.056,-98.689,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4901,4.648,-2.0,-6.660,0.482,100.00,6.00,11.789,-16.4,-2.811,7.072,50.00,4.00,38.281,-22.4,-1.127,36.347,80.00,3.50,93.500,10.5,0.834,95.964,30.00,2.00,-4.645,8.5,6.070,-0.503,100.00,6.00,-13.422,15.2,2.420,-9.119,50.00,4.00,-52.812,18.9,1.042,-51.227,80.00,3.50,-95.938,-10.0,-1.006,-98.704,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4921,4.637,-2.5,-6.609,0.469,100.00,6.00,11.742,-20.9,-2.637,7.038,50.00,4.00,38.250,-22.2,-1.095,36.307,80.00,3.50,93.562,11.9,0.916,95.980,30.00,2.00,-4.629,7.9,6.156,-0.486,100.00,6.00,-13.391,17.2,2.480,-9.088,50.00,4.00,-52.781,14.7,0.972,-51.196,80.00,3.50,-95.938,-11.1,-1.077,-98.719,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4941,4.621,-4.8,-6.520,0.457,100.00,6.00,11.711,-17.4,-2.580,7.005,50.00,4.00,38.188,-19.5,-1.028,36.268,80.00,3.50,93.562,12.3,0.929,95.996,30.00,2.00,-4.605,11.7,6.254,-0.469,100.00,6.00,-13.359,13.3,2.420,-9.057,50.00,4.00,-52.719,16.0,0.984,-51.166,80.00,3.50,-96.000,-11.0,-1.025,-98.734,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4961,4.609,-5.5,-6.512,0.445,100.00,6.00,11.664,-21.5,-2.750,6.971,50.00,4.00,38.156,-23.6,-0.980,36.228,80.00,3.50,93.562,11.7,0.890,96.011,30.00,2.00,-4.590,10.0,6.223,-0.452,100.00,6.00,-13.328,13.6,2.451,-9.027,50.00,4.00,-52.688,16.7,1.028,-51.136,80.00,3.50,-96.000,-15.5,-0.917,-98.749,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.4981,4.598,-6.0,-6.582,0.433,100.00,6.00,11.633,-17.8,-2.771,6.938,50.00,4.00,38.094,-27.9,-1.004,36.189,80.00,3.50,93.562,8.1,0.942,96.027,30.00,2.00,-4.574,8.1,6.406,-0.435,100.00,6.00,-13.281,18.0,2.434,-8.997,50.00,4.00,-52.656,17.2,1.114,-51.106,80.00,3.50,-96.000,-13.5,-0.989,-98.764,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.5001,4.594,-2.3,-6.688,0.421,100.00,6.00,11.594,-19.2,-2.701,6.905,50.00,4.00,38.031,-25.8,-0.951,36.150,80.00,3.50,93.625,9.6,0.924,96.042,30.00,2.00,-4.559,5.7,5.973,-0.418,100.00,6.00,-13.250,17.8,2.420,-8.967,50.00,4.00,-52.625,15.9,1.116,-51.076,80.00,3.50,-96.062,-13.0,-1.036,-98.778,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
1.5021,4.582,-4.2,-6.855,0.409,100.00,6.00,11.555,-19.7,-2.727,6.872,50.00,4.00,38.000,-24.1,-0.935,36.111,80.00,3.50,93.625,10.4,0.938,96.058,30.00,2.00,-4.543,5.9,6.320,-0.401,100.00,6.00,-13.211,18.9,2.408,-8.937,50.00,4.00,-52.594,15.1,1.064,-51.047,80.00,3.50,-96.062,-8.2,-1.028,-98.793,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
