t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
2.2800,1.435,-16.5,-8.141,1.479,2.623,14.1,10.031,2.602,30.875,-8.9,11.344,30.906,92.375,20.5,-4.094,92.312,-0.822,10.3,5.055,-0.847,-5.516,9.6,1.383,-5.535,-45.906,12.8,-2.426,-45.938,-100.625,-25.7,1.417,-100.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2820,1.394,-18.7,-7.645,1.435,2.627,6.4,9.055,2.623,30.828,-16.7,11.555,30.875,92.438,19.7,-5.699,92.375,-0.816,5.8,5.289,-0.822,-5.504,5.4,1.742,-5.516,-45.875,10.2,-1.901,-45.906,-100.688,-23.8,1.782,-100.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2840,1.358,-17.1,-7.383,1.394,2.643,6.7,8.461,2.627,30.781,-21.3,9.625,30.828,92.500,19.0,-6.391,92.438,-0.807,3.4,-0.305,-0.816,-5.484,7.7,1.263,-5.504,-45.844,14.2,-2.416,-45.875,-100.750,-28.4,1.948,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2861,1.343,-10.0,0.691,1.358,2.658,7.4,5.195,2.643,30.750,-21.9,7.348,30.781,92.500,13.0,-4.656,92.500,-0.844,-12.9,-0.872,-0.807,-5.504,-2.4,-0.209,-5.484,-45.844,7.9,-4.258,-45.844,-100.750,-22.1,2.877,-100.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2881,1.402,15.1,-0.253,1.343,2.652,-0.7,3.316,2.658,30.688,-27.0,5.555,30.750,92.500,10.2,-2.832,92.500,-0.913,-27.1,1.091,-0.844,-5.555,-16.0,-1.271,-5.504,-45.812,8.2,-6.004,-45.844,-100.812,-14.7,3.410,-100.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2900,1.500,37.3,-1.421,1.402,2.645,-3.5,2.090,2.652,30.594,-40.4,5.301,30.688,92.562,16.9,-1.540,92.500,-1.014,-42.2,3.215,-0.913,-5.637,-31.4,-1.716,-5.555,-45.844,-5.0,-6.805,-45.812,-100.812,-5.3,3.535,-100.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2921,1.626,52.9,-2.893,1.500,2.605,-14.0,1.989,2.645,30.469,-52.8,6.039,30.594,92.625,25.7,-1.340,92.562,-1.123,-51.6,4.512,-1.014,-5.734,-42.5,-1.714,-5.637,-45.906,-19.4,-6.586,-45.844,-100.750,10.7,3.840,-100.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2940,1.745,55.5,-3.914,1.626,2.574,-15.2,2.195,2.605,30.344,-58.6,6.500,30.469,92.688,31.5,-1.611,92.625,-1.227,-51.7,4.746,-1.123,-5.840,-47.1,-1.198,-5.734,-45.969,-31.3,-5.887,-45.906,-100.750,13.7,3.725,-100.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2960,1.849,52.1,-4.566,1.745,2.518,-23.4,1.930,2.574,30.219,-61.9,6.562,30.344,92.750,39.1,-1.734,92.688,-1.318,-47.2,6.023,-1.227,-5.957,-51.5,-1.792,-5.840,-46.062,-42.6,-6.859,-45.969,-100.688,22.8,4.742,-100.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.2980,1.939,47.1,-6.156,1.849,2.477,-23.1,0.979,2.518,30.078,-63.1,6.391,30.219,92.875,50.4,-1.906,92.750,-1.391,-38.8,8.031,-1.318,-6.086,-58.9,-2.500,-5.957,-46.188,-52.6,-7.438,-46.062,-100.625,31.0,5.324,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3000,1.993,32.5,-13.492,1.939,2.436,-22.2,0.140,2.477,29.953,-67.1,5.230,30.078,93.000,55.5,-1.333,92.875,-1.425,-23.7,16.484,-1.391,-6.223,-65.5,-2.439,-6.086,-46.344,-66.9,-9.188,-46.188,-100.500,38.0,4.246,-100.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3020,1.977,4.7,-12.344,1.993,2.404,-17.9,-0.086,2.436,29.797,-68.7,6.871,29.953,93.125,61.6,-1.295,93.000,-1.362,11.2,14.023,-1.425,-6.359,-66.2,-3.400,-6.223,-46.500,-79.8,-8.664,-46.344,-100.438,38.2,0.345,-100.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3040,1.898,-25.2,-9.508,1.977,2.363,-18.8,0.089,2.404,29.672,-68.0,6.594,29.797,93.250,71.6,-1.217,93.125,-1.249,39.3,10.227,-1.362,-6.504,-67.9,-3.846,-6.359,-46.688,-88.2,-7.918,-46.500,-100.375,32.3,-0.104,-100.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3060,1.795,-43.2,-6.898,1.898,2.338,-13.8,0.532,2.363,29.562,-60.8,6.539,29.672,93.438,71.7,-1.511,93.250,-1.104,60.5,7.746,-1.249,-6.613,-58.0,-4.422,-6.504,-46.875,-94.9,-7.703,-46.688,-100.312,24.6,0.489,-100.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3080,1.691,-48.4,-5.551,1.795,2.303,-15.1,0.611,2.338,29.469,-53.2,6.430,29.562,93.625,80.4,-1.896,93.438,-0.929,76.6,4.793,-1.104,-6.664,-35.1,-5.578,-6.613,-47.094,-95.3,-7.766,-46.875,-100.312,15.6,0.732,-100.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3100,1.588,-51.2,-4.793,1.691,2.281,-12.1,0.727,2.303,29.375,-43.8,6.105,29.469,93.750,86.8,-1.948,93.625,-0.769,78.9,2.504,-0.929,-6.695,-22.4,-7.355,-6.664,-47.250,-91.8,-7.711,-47.094,-100.312,6.9,0.538,-100.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3120,1.531,-37.6,-3.488,1.588,2.246,-16.5,0.823,2.281,29.312,-35.3,5.645,29.375,93.938,87.4,-1.979,93.750,-0.634,70.9,1.075,-0.769,-6.711,-13.2,-7.996,-6.695,-47.438,-84.1,-7.887,-47.250,-100.312,-4.2,-0.222,-100.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3141,1.506,-22.6,-2.789,1.531,2.246,-7.4,0.654,2.246,29.266,-28.4,5.207,29.312,94.125,93.8,-2.152,93.938,-0.530,58.8,1.353,-0.634,-6.738,-14.2,-8.922,-6.711,-47.562,-75.1,-8.172,-47.438,-100.375,-17.4,-0.377,-100.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3161,1.516,-6.2,-3.395,1.506,2.246,-1.7,0.139,2.246,29.234,-20.6,3.842,29.266,94.312,85.5,-2.471,94.125,-0.461,42.2,1.738,-0.530,-6.789,-23.5,-8.602,-6.738,-47.656,-58.5,-8.570,-47.562,-100.438,-30.5,-0.807,-100.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3181,1.544,6.8,-3.762,1.516,2.246,0.5,-0.209,2.246,29.219,-15.3,2.725,29.234,94.500,88.6,-2.930,94.312,-0.430,25.6,3.943,-0.461,-6.863,-32.6,-7.977,-6.789,-47.750,-46.3,-8.922,-47.656,-100.562,-38.4,-0.324,-100.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3201,1.569,9.1,-4.508,1.544,2.238,-3.8,-0.904,2.246,29.203,-13.5,2.492,29.219,94.625,85.0,-3.275,94.500,-0.427,10.6,5.191,-0.430,-6.934,-35.4,-7.910,-6.863,-47.781,-24.0,-9.445,-47.750,-100.688,-50.9,0.329,-100.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3220,1.585,7.1,-5.000,1.569,2.240,-1.4,-1.295,2.238,29.172,-11.4,1.667,29.203,94.812,75.2,-3.254,94.625,-0.420,5.5,7.008,-0.427,-7.000,-34.2,-7.609,-6.934,-47.781,-11.5,-9.367,-47.781,-100.812,-63.3,1.209,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3240,1.575,-2.5,-5.250,1.585,2.240,-1.3,-2.080,2.240,29.141,-14.8,1.227,29.172,94.938,68.1,-3.502,94.812,-0.424,0.1,7.898,-0.420,-7.055,-29.9,-7.695,-7.000,-47.750,5.1,-9.305,-47.781,-100.938,-66.9,2.654,-100.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3260,1.575,-1.3,-5.734,1.575,2.219,-8.4,-2.432,2.240,29.094,-20.4,1.112,29.141,95.062,62.4,-3.260,94.938,-0.396,9.6,9.188,-0.424,-7.098,-24.5,-7.945,-7.055,-47.688,16.2,-10.016,-47.750,-101.062,-66.9,3.082,-100.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3280,1.531,-14.5,-5.414,1.575,2.199,-9.5,-2.086,2.219,29.047,-26.0,1.038,29.094,95.125,54.7,-3.211,95.062,-0.367,13.8,5.012,-0.396,-7.141,-22.0,-5.117,-7.098,-47.656,26.1,-10.406,-47.688,-101.188,-67.8,4.023,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3300,1.513,-10.9,-1.262,1.531,2.166,-13.1,0.789,2.199,28.953,-36.3,4.695,29.047,95.250,53.2,-2.963,95.125,-0.354,10.0,0.641,-0.367,-7.172,-16.1,-3.322,-7.141,-47.594,28.8,-9.117,-47.656,-101.312,-63.3,5.312,-101.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3320,1.510,-5.2,0.834,1.513,2.131,-15.1,2.414,2.166,28.906,-29.7,6.434,28.953,95.312,43.0,-3.332,95.250,-0.396,-10.2,-0.267,-0.354,-7.172,-7.1,-2.510,-7.172,-47.531,29.3,-6.965,-47.594,-101.438,-50.9,4.715,-101.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3340,1.562,13.2,-0.170,1.510,2.119,-8.5,3.777,2.131,28.875,-19.6,7.070,28.906,95.375,35.4,-3.730,95.312,-0.464,-27.7,0.372,-0.396,-7.141,6.1,-1.969,-7.172,-47.469,34.5,-6.117,-47.531,-101.500,-37.3,3.967,-101.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3360,1.642,30.6,-1.245,1.562,2.135,3.8,3.826,2.119,28.859,-9.9,7.426,28.875,95.438,31.3,-4.180,95.375,-0.559,-41.4,1.210,-0.464,-7.113,12.3,-1.545,-7.141,-47.375,42.0,-5.617,-47.469,-101.562,-31.6,3.422,-101.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3380,1.697,28.4,-1.793,1.642,2.166,11.2,4.000,2.135,28.875,2.2,5.578,28.859,95.438,17.1,-3.486,95.438,-0.678,-52.9,3.016,-0.559,-7.094,9.9,-2.119,-7.113,-47.250,48.8,-6.535,-47.375,-101.562,-24.5,3.141,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3402,1.779,34.3,-1.874,1.697,2.230,24.0,2.266,2.166,28.922,12.1,5.410,28.875,95.500,7.6,-3.152,95.438,-0.825,-65.9,5.281,-0.678,-7.062,12.7,-2.795,-7.094,-47.125,58.8,-7.941,-47.250,-101.625,-20.4,3.703,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3424,1.842,33.6,-2.234,1.779,2.301,29.7,1.793,2.230,28.984,23.4,5.465,28.922,95.500,2.3,-3.447,95.500,-0.951,-65.5,6.172,-0.825,-7.059,6.1,-2.508,-7.062,-47.031,53.7,-8.641,-47.125,-101.625,-12.5,3.969,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3444,1.886,26.0,-3.189,1.842,2.389,36.0,1.347,2.301,29.047,29.0,6.227,28.984,95.438,-7.2,-4.055,95.500,-1.067,-60.5,7.289,-0.951,-7.062,-0.2,-1.437,-7.059,-46.906,55.3,-8.016,-47.031,-101.625,-2.5,3.771,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3464,1.914,17.5,-4.289,1.886,2.488,45.2,1.708,2.389,29.141,37.0,5.941,29.047,95.375,-15.8,-4.082,95.438,-1.167,-54.4,6.562,-1.067,-7.062,-1.0,-0.966,-7.062,-46.812,49.2,-7.059,-46.906,-101.625,-1.4,3.162,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3480,1.927,10.5,-4.469,1.914,2.590,48.8,2.211,2.488,29.234,46.5,8.211,29.141,95.375,-23.4,-5.758,95.375,-1.236,-42.5,5.242,-1.167,-7.047,5.9,0.487,-7.062,-46.750,42.8,-5.203,-46.812,-101.625,6.0,2.506,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3500,1.924,2.5,-12.781,1.927,2.701,53.8,3.109,2.590,29.359,57.7,10.172,29.234,95.250,-33.7,-7.277,95.375,-1.274,-25.8,11.594,-1.236,-7.035,8.6,1.486,-7.047,-46.625,48.9,-3.576,-46.750,-101.562,8.6,1.815,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3520,1.873,-14.8,-10.852,1.924,2.834,62.2,3.293,2.701,29.516,67.9,10.062,29.359,95.125,-52.5,-7.637,95.250,-1.274,-9.4,8.445,-1.274,-7.000,14.8,1.465,-7.035,-46.531,48.8,-5.020,-46.625,-101.562,9.8,1.688,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3540,1.802,-27.2,-8.984,1.873,2.990,73.1,3.514,2.834,29.672,73.3,10.445,29.516,95.000,-66.6,-8.203,95.125,-1.230,11.5,7.609,-1.274,-6.953,20.5,1.521,-7.000,-46.406,58.3,-5.625,-46.531,-101.562,6.7,1.248,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3560,1.726,-34.4,-9.008,1.802,3.148,78.9,3.215,2.990,29.859,87.6,12.391,29.672,94.812,-78.6,-8.797,95.000,-1.180,21.2,6.887,-1.230,-6.902,23.4,-0.109,-6.953,-46.312,57.0,-5.277,-46.406,-101.562,-1.2,0.206,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3580,1.660,-33.6,-9.359,1.726,3.275,68.8,3.062,3.148,30.047,93.9,12.109,29.859,94.562,-101.0,-7.965,94.812,-1.114,27.7,5.152,-1.180,-6.855,22.2,-1.091,-6.902,-46.156,60.0,-6.270,-46.312,-101.562,-7.2,-0.089,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3600,1.572,-38.5,-8.133,1.660,3.355,49.4,4.922,3.275,30.250,93.8,12.844,30.047,94.375,-112.2,-6.613,94.562,-1.045,30.8,3.828,-1.114,-6.816,19.8,-1.738,-6.855,-46.031,61.1,-6.719,-46.156,-101.625,-12.1,-0.118,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3620,1.481,-42.8,-6.773,1.572,3.387,26.7,6.625,3.355,30.453,98.0,12.633,30.250,94.125,-120.2,-5.004,94.375,-0.976,32.5,2.418,-1.045,-6.793,14.1,-2.078,-6.816,-45.938,61.3,-7.152,-46.031,-101.688,-21.3,-0.187,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3640,1.409,-39.0,-5.391,1.481,3.379,7.6,8.172,3.387,30.656,99.9,12.859,30.453,93.812,-126.8,-3.617,94.125,-0.935,25.5,2.516,-0.976,-6.793,6.4,-2.266,-6.793,-45.812,57.8,-7.664,-45.938,-101.750,-27.7,-0.045,-101.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3660,1.365,-27.5,-5.973,1.409,3.352,-7.4,9.570,3.379,30.828,93.1,13.711,30.656,93.562,-127.1,-2.205,93.812,-0.910,17.7,3.182,-0.935,-6.809,-0.4,-1.955,-6.793,-45.719,50.9,-7.812,-45.812,-101.812,-32.8,-0.019,-101.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3681,1.324,-22.0,-6.555,1.365,3.336,-8.2,10.898,3.352,30.984,83.5,14.578,30.828,93.375,-115.2,-1.255,93.562,-0.901,11.1,3.861,-0.910,-6.844,-11.4,-1.401,-6.809,-45.625,47.0,-7.785,-45.719,-101.875,-38.7,0.068,-101.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3701,1.293,-18.8,-7.160,1.324,3.346,0.6,11.367,3.336,31.141,78.7,14.500,30.984,93.188,-94.1,-1.351,93.375,-0.904,2.7,4.043,-0.901,-6.863,-9.1,-0.559,-6.844,-45.562,37.4,-7.387,-45.625,-102.000,-44.8,0.302,-101.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3721,1.271,-13.1,-7.055,1.293,3.361,4.4,11.672,3.346,31.266,65.4,14.188,31.141,93.062,-80.2,-1.657,93.188,-0.904,1.0,4.641,-0.904,-6.891,-11.7,-0.134,-6.863,-45.500,32.3,-6.898,-45.562,-102.062,-47.1,0.716,-102.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3740,1.246,-12.1,-7.266,1.271,3.408,16.3,11.898,3.361,31.375,57.2,14.148,31.266,92.938,-70.8,-2.900,93.062,-0.910,-1.7,5.426,-0.904,-6.906,-7.4,0.831,-6.891,-45.438,30.9,-6.391,-45.500,-102.188,-51.3,1.155,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3760,1.221,-11.4,-8.023,1.246,3.451,19.9,11.727,3.408,31.438,39.3,14.156,31.375,92.812,-53.0,-3.852,92.938,-0.907,0.1,5.652,-0.910,-6.934,-9.0,1.709,-6.906,-45.375,27.8,-5.484,-45.438,-102.312,-53.5,1.642,-102.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3780,1.202,-9.7,-8.594,1.221,3.502,23.0,11.461,3.451,31.484,29.5,13.836,31.438,92.750,-41.6,-4.875,92.812,-0.904,0.6,5.883,-0.907,-6.926,-1.5,2.350,-6.934,-45.344,22.1,-4.883,-45.375,-102.375,-49.8,2.121,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3800,1.183,-8.8,-9.047,1.202,3.539,19.6,10.773,3.502,31.484,11.8,13.898,31.484,92.750,-28.4,-6.512,92.750,-0.895,2.2,5.852,-0.904,-6.902,6.8,1.904,-6.926,-45.312,23.0,-3.967,-45.344,-102.500,-52.8,2.504,-102.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3820,1.177,-4.3,-9.273,1.183,3.578,18.4,10.156,3.539,31.453,-3.5,13.867,31.484,92.688,-19.9,-8.586,92.750,-0.885,3.4,5.750,-0.895,-6.871,13.7,1.524,-6.902,-45.250,20.2,-3.229,-45.312,-102.562,-45.3,2.555,-102.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3840,1.164,-4.5,-9.094,1.177,3.604,15.5,9.383,3.578,31.438,-8.7,14.406,31.453,92.688,-18.9,-9.828,92.688,-0.875,4.1,5.023,-0.885,-6.840,17.1,1.402,-6.871,-45.219,21.3,-2.818,-45.250,-102.625,-36.4,2.580,-102.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3860,1.161,-1.0,-8.164,1.164,3.619,12.0,8.750,3.604,31.406,-13.1,13.906,31.438,92.625,-26.1,-9.375,92.688,-0.869,3.6,0.114,-0.875,-6.816,14.8,1.266,-6.840,-45.188,19.3,-3.748,-45.219,-102.688,-31.0,3.006,-102.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3880,1.164,2.1,-1.851,1.161,3.621,5.9,8.078,3.619,31.359,-19.1,11.766,31.406,92.562,-30.0,-7.195,92.625,-0.904,-9.1,-0.140,-0.869,-6.809,9.8,0.052,-6.816,-45.156,16.0,-4.758,-45.188,-102.750,-21.6,4.480,-102.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3900,1.205,14.6,-1.878,1.164,3.631,5.9,5.477,3.621,31.328,-17.7,10.258,31.359,92.500,-28.5,-5.441,92.562,-0.966,-21.6,0.322,-0.904,-6.828,-3.5,-0.481,-6.809,-45.125,10.8,-5.406,-45.156,-102.750,-8.0,5.176,-102.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3920,1.274,26.7,-1.742,1.205,3.605,-7.2,5.137,3.631,31.281,-24.3,8.914,31.328,92.438,-21.8,-4.781,92.500,-1.067,-38.5,1.904,-0.966,-6.871,-14.1,-0.312,-6.828,-45.156,-0.7,-5.965,-45.125,-102.688,9.2,4.770,-102.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3940,1.374,40.3,-2.730,1.274,3.596,-6.9,5.012,3.605,31.250,-23.3,8.844,31.281,92.438,-10.9,-4.910,92.438,-1.187,-52.8,3.143,-1.067,-6.922,-21.8,-0.070,-6.871,-45.188,-11.6,-5.895,-45.156,-102.625,21.9,4.504,-102.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3960,1.469,44.8,-3.266,1.374,3.574,-9.2,5.289,3.596,31.188,-24.7,9.227,31.250,92.438,-3.3,-4.980,92.438,-1.283,-50.1,4.680,-1.187,-6.980,-26.0,-0.303,-6.922,-45.219,-20.3,-6.047,-45.188,-102.562,27.4,4.305,-102.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.3981,1.557,44.0,-3.863,1.469,3.549,-12.1,4.508,3.574,31.156,-20.8,8.922,31.188,92.500,10.7,-4.695,92.438,-1.399,-54.0,6.176,-1.283,-7.031,-27.7,-0.881,-6.980,-45.281,-28.7,-6.805,-45.219,-102.500,42.2,4.426,-102.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4002,1.635,41.0,-4.398,1.557,3.539,-7.2,3.400,3.549,31.094,-25.7,8.164,31.156,92.562,20.2,-3.061,92.500,-1.490,-50.9,7.902,-1.399,-7.082,-25.5,-2.723,-7.031,-45.375,-43.1,-8.570,-45.281,-102.375,50.2,4.836,-102.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4025,1.688,32.2,-4.711,1.635,3.521,-8.3,1.035,3.539,31.047,-26.6,5.660,31.094,92.625,28.4,-1.013,92.562,-1.531,-30.4,17.094,-1.490,-7.156,-32.5,-4.633,-7.082,-45.500,-52.7,-10.742,-45.375,-102.250,57.3,5.500,-102.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4049,1.723,21.3,-13.398,1.688,3.486,-14.7,-0.793,3.521,30.953,-37.9,3.975,31.047,92.688,44.6,-0.407,92.625,-1.490,3.6,13.984,-1.531,-7.254,-43.9,-4.160,-7.156,-45.688,-77.9,-10.805,-45.500,-102.125,64.8,5.449,-102.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4067,1.704,2.1,-10.289,1.723,3.449,-17.3,-0.076,3.486,30.859,-47.0,4.648,30.953,92.875,65.3,-0.792,92.688,-1.396,32.1,11.734,-1.490,-7.379,-55.6,-2.889,-7.254,-45.906,-95.3,-9.570,-45.688,-101.938,75.0,2.090,-102.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4081,1.629,-22.8,-9.258,1.704,3.402,-20.8,0.554,3.449,30.734,-55.1,5.836,30.859,93.062,78.4,-1.312,92.875,-1.239,63.2,9.664,-1.396,-7.500,-58.8,-4.102,-7.379,-46.125,-107.4,-8.734,-45.906,-101.812,71.9,-0.350,-101.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4100,1.544,-35.6,-8.117,1.629,3.357,-19.7,0.265,3.402,30.641,-52.8,6.641,30.734,93.250,93.0,-1.626,93.062,-1.083,74.4,7.242,-1.239,-7.617,-57.4,-5.895,-7.500,-46.375,-115.4,-7.617,-46.125,-101.688,66.1,-3.305,-101.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4120,1.453,-40.7,-6.656,1.544,3.320,-18.5,-0.156,3.357,30.516,-55.2,6.500,30.641,93.500,107.7,-2.070,93.250,-0.897,86.9,5.008,-1.083,-7.703,-48.3,-6.273,-7.617,-46.594,-113.5,-7.785,-46.375,-101.625,45.6,-2.979,-101.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4140,1.368,-41.8,-5.996,1.453,3.291,-15.1,0.120,3.320,30.438,-48.2,5.930,30.516,93.688,116.7,-2.633,93.500,-0.737,81.5,2.973,-0.897,-7.750,-32.0,-6.801,-7.703,-46.781,-104.2,-7.898,-46.594,-101.562,25.1,-1.545,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4160,1.312,-33.6,-5.406,1.368,3.260,-15.5,0.383,3.291,30.359,-38.6,5.828,30.438,93.938,118.4,-3.391,93.688,-0.583,75.9,0.081,-0.737,-7.773,-18.4,-8.062,-7.750,-46.969,-94.2,-8.328,-46.781,-101.562,4.7,-1.236,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4180,1.280,-21.0,-2.500,1.312,3.242,-11.4,0.369,3.260,30.297,-34.0,5.316,30.359,94.188,121.8,-3.912,93.938,-0.486,58.3,0.477,-0.583,-7.789,-11.0,-8.883,-7.773,-47.094,-77.5,-8.789,-46.969,-101.625,-14.0,-1.252,-101.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4200,1.274,-8.4,-2.832,1.280,3.223,-11.7,-0.105,3.242,30.250,-27.4,4.688,30.297,94.438,118.2,-4.398,94.188,-0.427,40.3,1.693,-0.486,-7.820,-14.2,-8.383,-7.789,-47.219,-60.7,-8.945,-47.094,-101.688,-29.7,-1.280,-101.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4223,1.287,0.7,-3.303,1.274,3.229,-5.0,-0.348,3.223,30.250,-19.2,3.514,30.250,94.562,121.9,-4.395,94.438,-0.414,28.8,2.518,-0.427,-7.832,-13.0,-8.148,-7.820,-47.250,-52.6,-9.133,-47.219,-101.750,-41.3,-0.669,-101.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4245,1.306,4.9,-4.281,1.287,3.213,-5.5,-1.045,3.229,30.188,-19.9,2.379,30.250,94.875,112.6,-5.008,94.562,-0.396,11.1,5.770,-0.414,-7.895,-18.6,-7.559,-7.832,-47.281,-17.8,-9.141,-47.250,-101.938,-59.6,0.463,-101.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4265,1.314,3.3,-4.168,1.306,3.203,-5.1,-1.678,3.213,30.141,-21.8,1.502,30.188,95.062,99.9,-5.250,94.875,-0.398,4.7,7.398,-0.396,-7.945,-21.9,-7.227,-7.895,-47.281,-6.6,-8.875,-47.281,-102.062,-65.1,1.691,-101.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4283,1.318,2.4,-4.617,1.314,3.182,-8.3,-2.486,3.203,30.094,-24.3,0.948,30.141,95.250,94.2,-4.801,95.062,-0.402,1.6,7.645,-0.398,-7.988,-21.7,-7.371,-7.945,-47.219,9.6,-9.328,-47.281,-102.250,-66.1,3.230,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
2.4300,1.299,-4.4,-4.211,1.318,3.139,-17.8,-2.389,3.182,30.016,-29.2,0.724,30.094,95.438,84.6,-4.809,95.250,-0.386,7.3,8.531,-0.402,-8.016,-17.7,-7.441,-7.988,-47.156,25.3,-9.531,-47.219,-102.375,-62.6,3.674,-102.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
