t,pct,split,q0,q1,q2,q3,q4,q5,q6,q7,cmd0,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,ff0,ff1,ff2,ff3,ff4,ff5,ff6,ff7
340.179,5.0,50.0,2.809,7.562,33.500,96.000,-2.334,-9.781,-48.969,-98.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.910,-2.832,-0.770,0.037,6.012,2.711,0.431,-0.359,-0.072,0.343,0.081,0.488,0.072,0.345,0.080,0.487
340.280,6.0,50.0,2.812,7.562,33.500,96.000,-2.322,-9.766,-48.969,-98.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.953,-2.682,-0.679,-0.070,5.887,2.584,0.440,-0.286,-0.087,0.411,0.097,0.585,0.086,0.414,0.096,0.584
340.381,7.0,50.0,2.812,7.574,33.531,95.938,-2.328,-9.781,-48.969,-98.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-6.059,-2.664,-0.641,-0.077,5.973,2.525,0.182,-0.238,-0.101,0.480,0.114,0.684,0.101,0.484,0.112,0.683
340.481,8.0,50.0,2.820,7.574,33.500,95.938,-2.326,-9.766,-48.969,-98.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.918,-2.527,-0.674,-0.152,5.703,2.494,0.332,-0.157,-0.115,0.548,0.130,0.781,0.115,0.553,0.128,0.780
340.583,9.1,50.0,2.814,7.582,33.531,95.875,-2.322,-9.789,-48.969,-98.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.871,-2.498,-0.608,-0.273,5.992,2.404,0.224,-0.070,-0.130,0.618,0.146,0.880,0.130,0.623,0.144,0.879
340.685,10.1,50.0,2.814,7.590,33.500,95.875,-2.338,-9.789,-48.969,-97.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.887,-2.455,-0.434,-0.321,6.090,2.408,0.125,-0.002,-0.145,0.687,0.162,0.979,0.144,0.693,0.160,0.978
340.787,11.1,50.0,2.814,7.598,33.531,95.812,-2.338,-9.805,-48.969,-97.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-6.000,-2.447,-0.536,-0.371,5.703,2.166,0.030,0.034,-0.159,0.756,0.179,1.078,0.158,0.762,0.175,1.077
340.889,12.1,50.0,2.812,7.598,33.531,95.688,-2.328,-9.805,-48.969,-97.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.883,-2.252,-0.482,-0.297,5.816,2.131,0.071,0.042,-0.174,0.825,0.195,1.177,0.173,0.832,0.191,1.176
340.989,13.1,50.0,2.820,7.605,33.531,95.438,-2.326,-9.820,-48.969,-97.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-6.004,-2.352,-0.338,-0.231,5.867,2.148,0.096,0.166,-0.188,0.893,0.210,1.273,0.188,0.899,0.206,1.273
341.089,14.1,50.0,2.812,7.605,33.562,95.375,-2.332,-9.828,-49.000,-97.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.688,-2.174,-0.378,-0.405,5.648,2.201,-0.046,0.089,-0.202,0.961,0.227,1.370,0.202,0.968,0.222,1.370
341.191,15.1,50.0,2.812,7.621,33.562,95.188,-2.342,-9.859,-49.000,-97.438,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.797,-2.107,-0.338,-0.338,5.891,2.018,-0.008,0.101,-0.217,1.029,0.242,1.469,0.215,1.035,0.236,1.468
341.293,16.2,50.0,2.814,7.637,33.562,94.812,-2.334,-9.898,-49.000,-97.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.797,-2.105,-0.373,-0.028,5.320,1.983,-0.122,0.164,-0.230,1.096,0.256,1.567,0.230,1.102,0.250,1.567
341.393,17.2,50.0,2.820,7.652,33.562,94.562,-2.338,-9.953,-49.031,-97.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.805,-2.045,-0.275,-0.121,5.711,2.039,-0.148,0.267,-0.244,1.162,0.271,1.663,0.244,1.167,0.264,1.664
341.493,18.2,50.0,2.818,7.664,33.594,94.250,-2.334,-9.977,-49.031,-97.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.742,-1.896,-0.257,-0.046,5.805,1.928,-0.171,0.276,-0.257,1.229,0.286,1.759,0.258,1.233,0.278,1.761
341.594,19.2,50.0,2.820,7.684,33.594,94.250,-2.344,-10.008,-49.062,-97.188,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.645,-1.971,-0.180,-0.190,5.742,1.817,-0.171,0.327,-0.271,1.295,0.301,1.856,0.271,1.299,0.292,1.857
341.695,20.2,50.0,2.818,7.715,33.594,94.188,-2.342,-10.016,-49.094,-97.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.793,-1.930,-0.102,-0.221,5.641,1.872,-0.133,0.305,-0.286,1.361,0.314,1.955,0.286,1.368,0.308,1.956
341.795,21.2,50.0,2.818,7.750,33.625,94.125,-2.344,-10.047,-49.125,-96.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.871,-1.869,-0.037,-0.286,5.551,1.751,-0.238,0.202,-0.300,1.426,0.329,2.051,0.299,1.433,0.321,2.051
341.895,22.2,50.0,2.820,7.777,33.656,93.938,-2.338,-10.094,-49.156,-96.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.715,-1.858,-0.071,-0.256,5.754,1.818,-0.225,0.365,-0.313,1.491,0.343,2.147,0.313,1.497,0.335,2.148
341.997,23.2,50.0,2.828,7.797,33.656,93.625,-2.338,-10.180,-49.250,-96.750,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.676,-1.680,-0.079,-0.207,5.969,1.831,-0.113,0.401,-0.326,1.556,0.356,2.245,0.327,1.560,0.348,2.246
342.098,24.2,50.0,2.824,7.863,33.688,93.625,-2.348,-10.242,-49.375,-96.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.602,-1.909,-0.017,-0.294,5.629,1.864,-0.043,0.387,-0.340,1.617,0.368,2.341,0.340,1.625,0.363,2.342
342.198,25.2,50.0,2.824,8.094,33.719,93.625,-2.348,-10.383,-49.438,-96.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.781,-2.152,0.028,-0.385,5.320,2.025,-0.046,0.185,-0.354,1.659,0.367,2.437,0.353,1.678,0.369,2.437
342.299,26.2,50.0,2.824,8.203,33.750,93.562,-2.334,-10.547,-49.500,-96.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.809,-1.995,0.059,-0.422,5.527,2.018,0.049,0.315,-0.368,1.715,0.374,2.534,0.368,1.728,0.373,2.534
342.401,27.2,50.0,2.818,8.203,33.750,93.500,-2.338,-10.594,-49.500,-96.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.547,-1.920,0.099,-0.409,5.406,1.877,0.004,0.358,-0.383,1.781,0.388,2.633,0.381,1.789,0.383,2.632
342.503,28.3,50.0,2.820,8.234,33.781,93.375,-2.342,-10.594,-49.531,-95.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.688,-1.845,0.158,-0.457,5.383,1.907,-0.034,0.296,-0.396,1.844,0.401,2.730,0.394,1.856,0.398,2.729
342.603,29.3,50.0,2.834,8.258,33.781,93.062,-2.338,-10.625,-49.562,-95.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.824,-1.857,0.048,-0.308,5.645,1.896,-0.061,0.323,-0.407,1.905,0.411,2.825,0.408,1.917,0.409,2.824
342.705,30.3,50.0,2.828,8.359,33.812,93.000,-2.348,-10.641,-49.562,-95.500,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.508,-1.924,0.323,-0.383,5.391,1.836,-0.117,0.333,-0.422,1.958,0.417,2.922,0.420,1.981,0.421,2.922
342.805,31.3,50.0,2.830,8.461,33.812,92.938,-2.338,-10.656,-49.594,-95.500,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.648,-1.932,0.215,-0.489,5.488,1.752,-0.032,0.411,-0.435,2.008,0.421,3.018,0.436,2.046,0.435,3.018
342.905,32.3,50.0,2.828,8.648,33.844,92.750,-2.338,-10.672,-49.656,-95.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.527,-2.150,0.107,-0.386,5.453,1.652,0.030,0.361,-0.448,2.045,0.417,3.111,0.449,2.112,0.450,3.114
343.006,33.3,50.0,2.828,8.742,33.875,92.188,-2.334,-10.719,-49.719,-94.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.586,-2.264,0.263,-0.248,5.320,1.749,-0.074,0.082,-0.460,2.091,0.417,3.203,0.462,2.170,0.459,3.207
343.107,34.3,50.0,2.828,8.781,33.938,92.062,-2.344,-10.781,-49.750,-94.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.660,-1.964,0.141,-0.134,5.586,1.646,-0.110,0.257,-0.473,2.152,0.428,3.300,0.474,2.228,0.468,3.304
343.207,35.3,50.0,2.830,8.797,33.969,91.750,-2.344,-10.820,-49.812,-94.750,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.637,-2.055,0.245,-0.174,5.488,1.707,-0.024,0.307,-0.485,2.211,0.438,3.393,0.487,2.289,0.481,3.399
343.309,36.3,50.0,2.830,8.812,34.000,91.750,-2.342,-10.859,-49.906,-94.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.645,-1.990,0.295,-0.245,5.453,1.723,0.139,0.122,-0.499,2.274,0.451,3.491,0.500,2.351,0.493,3.494
343.410,37.3,50.0,2.834,8.836,34.062,91.688,-2.348,-10.953,-50.000,-94.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.668,-1.917,0.155,-0.311,5.535,1.752,0.114,0.338,-0.512,2.336,0.464,3.587,0.512,2.405,0.501,3.588
343.511,38.3,50.0,2.836,8.875,34.250,91.625,-2.342,-11.109,-50.031,-94.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.582,-1.860,0.026,-0.360,5.449,1.805,0.021,0.309,-0.524,2.404,0.485,3.684,0.526,2.445,0.499,3.685
343.613,39.4,50.0,2.830,8.914,34.281,91.562,-2.342,-11.211,-50.062,-94.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.445,-1.777,-0.020,-0.354,5.645,1.803,0.104,0.431,-0.539,2.462,0.494,3.781,0.540,2.493,0.501,3.781
343.715,40.4,50.0,2.840,8.984,34.344,91.312,-2.342,-11.219,-50.094,-94.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.504,-1.965,0.007,-0.206,5.273,1.711,0.021,0.471,-0.550,2.515,0.500,3.875,0.554,2.559,0.515,3.879
343.815,41.4,50.0,2.834,9.008,34.344,91.125,-2.350,-11.242,-50.125,-94.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.504,-1.816,0.080,-0.386,5.305,1.721,0.066,0.524,-0.564,2.570,0.507,3.969,0.565,2.618,0.526,3.974
343.915,42.4,50.0,2.830,9.039,34.375,91.125,-2.342,-11.266,-50.125,-94.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.426,-1.696,0.115,-0.402,5.207,1.687,0.043,0.529,-0.578,2.628,0.518,4.064,0.580,2.677,0.536,4.069
344.015,43.4,50.0,2.836,9.094,34.375,91.062,-2.334,-11.305,-50.156,-93.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.438,-1.853,0.110,-0.443,5.266,1.686,-0.089,0.231,-0.590,2.679,0.522,4.159,0.594,2.732,0.542,4.162
344.117,44.4,50.0,2.840,9.234,34.406,90.938,-2.342,-11.375,-50.156,-93.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.434,-1.968,0.197,-0.505,5.492,1.685,-0.160,0.187,-0.602,2.714,0.515,4.253,0.604,2.775,0.538,4.253
344.218,45.4,50.0,2.836,9.312,34.438,90.875,-2.344,-11.430,-50.188,-93.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,-1.820,0.127,-0.525,5.391,1.635,-0.114,0.252,-0.616,2.760,0.518,4.347,0.616,2.825,0.541,4.345
344.318,46.4,50.0,2.840,9.367,34.438,90.562,-2.354,-11.500,-50.188,-93.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.285,-1.918,0.186,-0.281,5.289,1.671,-0.223,0.262,-0.627,2.805,0.516,4.438,0.626,2.871,0.542,4.439
344.419,47.4,50.0,2.840,9.398,34.531,90.500,-2.354,-11.664,-50.219,-92.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.305,-1.906,0.147,-0.420,5.289,1.698,-0.234,0.315,-0.640,2.866,0.530,4.535,0.639,2.899,0.530,4.532
344.521,48.4,50.0,2.840,9.414,34.594,90.312,-2.357,-11.820,-50.250,-92.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.559,-1.802,0.125,-0.437,5.219,1.940,-0.255,0.229,-0.652,2.926,0.542,4.629,0.651,2.927,0.519,4.626
344.621,49.4,50.0,2.840,9.438,34.656,89.938,-2.338,-11.844,-50.281,-92.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.352,-1.757,0.044,-0.044,5.305,1.866,-0.182,0.328,-0.663,2.980,0.548,4.719,0.668,2.982,0.526,4.719
344.723,50.5,50.0,2.836,9.469,34.750,89.688,-2.344,-11.836,-50.344,-92.500,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.332,-1.675,-0.048,-0.243,5.617,1.763,-0.199,0.324,-0.676,3.038,0.559,4.813,0.680,3.048,0.542,4.814
344.823,51.5,50.0,2.850,9.508,34.812,89.375,-2.348,-11.859,-50.375,-92.438,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.512,-1.756,-0.002,-0.178,5.000,1.731,-0.195,0.384,-0.684,3.089,0.564,4.902,0.692,3.105,0.550,4.908
344.923,52.5,50.0,2.844,9.617,34.844,89.312,-2.350,-11.867,-50.406,-92.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.250,-1.819,0.001,-0.270,5.410,1.735,-0.198,0.283,-0.698,3.124,0.558,4.995,0.703,3.163,0.559,5.001
345.025,53.5,50.0,2.844,9.664,34.906,89.250,-2.350,-11.891,-50.500,-91.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.457,-1.746,-0.022,-0.309,5.473,1.667,-0.045,0.237,-0.711,3.177,0.566,5.090,0.715,3.220,0.568,5.091
345.125,54.5,50.0,2.854,9.695,34.938,89.188,-2.350,-11.914,-50.656,-91.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.359,-1.714,0.062,-0.312,5.215,1.569,0.044,0.288,-0.721,3.230,0.573,5.183,0.727,3.288,0.590,5.186
345.227,55.5,50.0,2.854,9.781,34.969,89.125,-2.350,-11.945,-50.719,-91.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.531,-1.854,-0.025,-0.351,5.359,1.607,0.050,0.400,-0.734,3.270,0.570,5.277,0.741,3.347,0.602,5.282
345.329,56.5,50.0,2.855,9.914,34.969,88.812,-2.354,-11.969,-50.750,-91.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.375,-1.983,0.020,-0.147,5.281,1.452,-0.006,0.431,-0.744,3.289,0.550,5.366,0.753,3.404,0.610,5.378
345.429,57.5,50.0,2.854,10.023,35.000,88.750,-2.354,-12.008,-50.750,-91.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.184,-2.041,0.116,-0.287,5.074,1.619,0.107,0.484,-0.757,3.319,0.542,5.457,0.765,3.452,0.611,5.470
345.531,58.5,50.0,2.840,10.023,35.031,88.688,-2.357,-12.031,-50.750,-91.500,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.234,-1.895,0.208,-0.367,5.148,1.495,-0.111,0.316,-0.774,3.380,0.553,5.553,0.776,3.503,0.614,5.563
345.631,59.5,50.0,2.854,10.039,35.031,88.688,-2.363,-12.047,-50.781,-91.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,-1.811,0.147,-0.429,5.258,1.464,-0.086,0.433,-0.783,3.433,0.560,5.647,0.786,3.557,0.620,5.654
345.734,60.6,50.0,2.859,10.055,35.062,88.625,-2.359,-12.094,-50.812,-91.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,-1.810,0.211,-0.465,5.117,1.434,-0.146,0.473,-0.794,3.489,0.568,5.743,0.800,3.607,0.624,5.749
345.835,61.6,50.0,2.859,10.070,35.094,88.562,-2.363,-12.180,-50.844,-91.250,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,-1.791,0.124,-0.531,5.039,1.629,-0.157,0.532,-0.807,3.545,0.577,5.838,0.812,3.646,0.621,5.844
345.935,62.6,50.0,2.855,10.094,35.156,88.500,-2.363,-12.312,-50.875,-91.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.453,-1.756,0.222,-0.525,5.254,1.667,-0.099,0.417,-0.821,3.601,0.587,5.931,0.824,3.665,0.603,5.931
346.035,63.6,50.0,2.865,10.133,35.219,88.125,-2.354,-12.383,-50.938,-90.500,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.277,-1.795,0.071,-0.256,5.156,1.681,-0.100,0.222,-0.828,3.644,0.586,6.016,0.836,3.695,0.591,6.012
346.157,64.4,50.0,2.861,10.195,35.250,88.062,-2.365,-12.406,-50.969,-90.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.207,-1.774,0.166,-0.487,5.078,1.567,-0.172,0.284,-0.838,3.673,0.582,6.089,0.841,3.735,0.594,6.084
346.257,65.4,50.0,2.871,10.227,35.375,88.000,-2.357,-12.422,-51.031,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.277,-1.700,-0.143,-0.476,5.094,1.594,-0.116,0.098,-0.847,3.732,0.598,6.181,0.855,3.788,0.600,6.173
346.359,66.4,50.0,2.871,10.242,35.438,87.750,-2.359,-12.445,-51.094,-90.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.195,-1.658,-0.026,-0.381,5.145,1.584,-0.045,0.265,-0.858,3.786,0.604,6.272,0.867,3.845,0.610,6.267
346.461,67.4,50.0,2.869,10.320,35.500,87.312,-2.365,-12.461,-51.188,-90.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,-1.790,0.019,-0.311,5.062,1.492,0.023,0.368,-0.868,3.814,0.591,6.355,0.877,3.908,0.626,6.361
346.561,68.4,50.0,2.875,10.477,35.531,87.125,-2.365,-12.492,-51.219,-90.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,-1.879,-0.046,-0.147,5.004,1.485,-0.016,0.399,-0.877,3.818,0.563,6.440,0.890,3.959,0.632,6.455
346.663,69.4,50.0,2.865,10.500,35.562,86.875,-2.365,-12.531,-51.250,-89.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.188,-1.835,0.077,-0.243,5.082,1.464,-0.001,0.413,-0.892,3.864,0.563,6.529,0.903,4.007,0.635,6.548
346.765,70.5,50.0,2.875,10.523,35.594,86.812,-2.369,-12.625,-51.281,-89.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.285,-1.873,0.065,-0.251,4.828,1.529,-0.027,0.423,-0.900,3.914,0.568,6.622,0.914,4.037,0.625,6.640
346.865,71.5,50.0,2.871,10.547,35.594,86.750,-2.369,-12.680,-51.312,-89.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.203,-1.688,0.104,-0.263,5.336,1.496,-0.049,0.333,-0.914,3.960,0.568,6.714,0.925,4.074,0.619,6.728
346.965,72.5,50.0,2.871,10.578,35.625,86.688,-2.357,-12.758,-51.344,-89.375,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.090,-1.750,0.089,-0.424,5.188,1.562,0.000,0.329,-0.926,4.007,0.571,6.805,0.939,4.098,0.603,6.811
347.067,73.5,50.0,2.881,10.594,35.656,86.625,-2.369,-12.945,-51.375,-89.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.117,-1.583,0.074,-0.422,5.273,1.751,-0.141,0.366,-0.935,4.059,0.577,6.899,0.947,4.092,0.569,6.899
347.169,74.5,50.0,2.891,10.609,35.688,86.375,-2.363,-13.047,-51.375,-89.188,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.219,-1.613,0.113,-0.221,5.109,1.803,-0.175,0.378,-0.942,4.106,0.577,6.987,0.961,4.109,0.547,6.988
347.271,75.5,50.0,2.881,10.625,35.781,86.250,-2.369,-13.055,-51.406,-88.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.172,-1.707,0.141,-0.441,5.078,1.778,-0.265,0.275,-0.957,4.164,0.589,7.078,0.970,4.158,0.548,7.076
347.371,76.5,50.0,2.881,10.656,35.812,86.250,-2.365,-13.070,-51.438,-88.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.156,-1.641,0.030,-0.420,4.668,1.652,-0.295,0.346,-0.969,4.212,0.593,7.171,0.983,4.207,0.551,7.165
347.471,77.5,50.0,2.887,10.672,35.844,86.188,-2.365,-13.070,-51.438,-88.750,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.273,-1.580,0.100,-0.536,4.977,1.684,-0.284,0.397,-0.979,4.263,0.599,7.262,0.995,4.260,0.556,7.257
347.573,78.5,50.0,2.891,10.711,35.875,86.062,-2.373,-13.094,-51.500,-88.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.129,-1.644,0.057,-0.450,4.898,1.648,-0.260,0.343,-0.989,4.304,0.597,7.352,1.004,4.311,0.562,7.347
347.673,79.5,50.0,2.893,10.758,36.000,86.062,-2.375,-13.117,-51.531,-88.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.156,-1.418,0.012,-0.534,4.898,1.622,-0.256,0.259,-0.999,4.357,0.610,7.444,1.013,4.350,0.555,7.430
347.773,80.5,50.0,2.893,10.789,36.031,85.875,-2.373,-13.117,-51.562,-88.188,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.102,-1.500,-0.019,-0.458,5.074,1.574,-0.346,0.373,-1.010,4.397,0.607,7.531,1.025,4.404,0.561,7.519
347.875,81.6,50.0,2.896,10.883,36.062,85.625,-2.369,-13.172,-51.594,-88.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.109,-1.737,-0.031,-0.449,4.918,1.682,-0.339,0.323,-1.019,4.411,0.584,7.614,1.039,4.438,0.553,7.608
347.977,82.6,50.0,2.902,11.039,36.125,85.625,-2.375,-13.250,-51.656,-87.812,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.090,-1.744,-0.029,-0.483,5.121,1.661,-0.266,0.186,-1.028,4.412,0.558,7.703,1.046,4.461,0.538,7.692
348.079,83.6,50.0,2.908,11.070,36.156,85.438,-2.379,-13.258,-51.812,-87.625,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.281,-1.689,-0.029,-0.419,4.973,1.619,-0.109,0.280,-1.036,4.451,0.553,7.790,1.055,4.527,0.558,7.780
348.179,84.6,50.0,2.900,11.109,36.188,84.938,-2.379,-13.281,-51.875,-87.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.023,-1.760,0.061,-0.165,5.230,1.508,-0.133,0.294,-1.047,4.473,0.531,7.864,1.067,4.578,0.565,7.869
348.279,85.6,50.0,2.906,11.117,36.219,84.688,-2.379,-13.312,-51.938,-87.562,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.090,-1.788,0.054,-0.117,5.020,1.589,-0.050,0.432,-1.054,4.517,0.529,7.947,1.079,4.628,0.572,7.961
348.381,86.6,50.0,2.908,11.125,36.219,84.438,-2.389,-13.344,-51.969,-87.438,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-4.895,-1.693,0.112,-0.185,5.082,1.478,-0.054,0.347,-1.064,4.557,0.522,8.032,1.086,4.669,0.569,8.050
348.481,87.6,50.0,2.908,11.219,36.250,84.438,-2.373,-13.461,-52.000,-87.312,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-4.984,-1.831,0.129,-0.285,4.910,1.641,-0.070,0.288,-1.075,4.575,0.505,8.121,1.104,4.672,0.541,8.133
348.581,88.6,50.0,2.922,11.234,36.250,84.375,-2.383,-13.469,-52.062,-87.062,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.105,-1.664,0.194,-0.360,4.797,1.475,-0.141,0.341,-1.080,4.617,0.503,8.210,1.109,4.721,0.543,8.216
348.683,89.6,50.0,2.918,11.250,36.281,84.312,-2.379,-13.500,-52.062,-87.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.004,-1.665,0.140,-0.270,5.039,1.554,-0.069,0.375,-1.094,4.665,0.506,8.301,1.123,4.759,0.537,8.306
348.785,90.7,50.0,2.928,11.281,36.312,84.250,-2.383,-13.531,-52.125,-87.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.137,-1.793,0.341,-0.418,4.922,1.567,-0.025,0.430,-1.101,4.707,0.505,8.392,1.133,4.808,0.543,8.399
348.887,91.7,50.0,2.980,11.312,36.375,84.188,-2.389,-13.602,-52.219,-87.000,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.348,-1.604,0.169,-0.463,4.695,1.516,-0.086,0.515,-1.086,4.752,0.508,8.482,1.142,4.845,0.543,8.490
348.987,92.7,50.0,2.980,11.312,36.406,83.938,-2.385,-13.609,-52.250,-86.938,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.238,-1.661,0.155,-0.193,4.664,1.427,-0.044,0.573,-1.095,4.797,0.506,8.564,1.156,4.896,0.549,8.580
349.089,93.7,50.0,3.004,11.367,36.438,83.812,-2.389,-13.656,-52.375,-86.875,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.227,-1.537,0.253,-0.393,5.008,1.451,0.064,0.577,-1.094,4.823,0.493,8.650,1.165,4.945,0.558,8.670
349.191,94.7,50.0,3.004,11.398,36.531,83.812,-2.391,-13.656,-52.438,-86.688,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.176,-1.677,0.118,-0.477,5.082,1.398,0.070,0.432,-1.105,4.876,0.505,8.742,1.175,5.000,0.565,8.756
