t,pct,split,q0,q1,q2,q3,q4,q5,q6,q7,cmd0,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,ff0,ff1,ff2,ff3,ff4,ff5,ff6,ff7,aux0,aux1,aux2,aux3,aux4,aux5,aux6,aux7
4531.420,100.0,50.0,3.596,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.148,3.410,6.957,-4.090,4.527,-3.266,-5.223,4.281,-2.082,7.351,0.949,11.111,2.217,7.488,1.105,11.123,3.932,4.285,31.703,88.688,-1.538,-7.844,-47.312,-91.375
4531.522,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.297,3.514,7.141,-4.090,4.691,-3.301,-5.430,4.320,-2.076,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.910,4.590,29.938,87.438,-1.230,-7.953,-47.125,-91.375
4531.624,100.0,50.0,3.611,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.406,3.404,7.020,-4.039,4.637,-3.287,-5.234,4.398,-2.072,7.355,0.952,11.111,2.221,7.492,1.108,11.124,3.910,4.285,30.422,87.438,-1.538,-8.039,-46.969,-91.500
4531.726,100.0,50.0,3.605,8.555,32.594,86.875,-2.859,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.297,3.389,7.090,-4.066,4.441,-3.326,-5.270,4.320,-2.076,7.350,0.949,11.110,2.224,7.488,1.105,11.124,4.371,3.801,30.906,88.062,-1.538,-7.797,-47.250,-91.375
4531.826,100.0,50.0,3.609,8.547,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.359,3.324,7.023,-4.031,4.703,-3.254,-5.297,4.469,-2.073,7.355,0.952,11.111,2.218,7.488,1.105,11.123,3.998,4.172,30.906,88.062,-1.362,-7.906,-47.000,-91.062
4531.926,100.0,50.0,3.604,8.547,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.527,3.414,6.898,-4.012,4.617,-3.467,-5.320,4.348,-2.077,7.355,0.952,11.111,2.224,7.492,1.108,11.124,3.889,3.604,30.094,88.125,-1.867,-7.906,-46.969,-91.375
4532.026,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,3.359,6.969,-4.039,4.551,-3.283,-5.312,4.336,-2.073,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.756,4.812,29.297,87.938,-1.933,-7.887,-46.969,-91.312
4532.128,100.0,50.0,3.611,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.211,3.453,6.996,-4.016,4.582,-3.264,-5.242,4.402,-2.072,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.910,3.998,31.547,88.375,-1.802,-8.391,-47.219,-90.812
4532.228,100.0,50.0,3.604,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.367,3.486,6.953,-4.031,4.594,-3.293,-5.297,4.414,-2.077,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.932,3.998,31.062,87.875,-1.428,-7.777,-47.219,-91.188
4532.330,100.0,50.0,3.609,8.562,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.402,3.357,6.973,-4.043,4.566,-3.178,-5.305,4.402,-2.073,7.346,0.946,11.110,2.221,7.488,1.105,11.124,3.932,3.604,29.781,87.062,-1.999,-8.062,-47.219,-90.812
4532.430,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.289,3.400,6.930,-4.051,4.484,-3.188,-5.336,4.379,-2.073,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.691,4.395,30.266,88.438,-1.296,-7.930,-47.062,-91.375
4532.530,100.0,50.0,3.609,8.547,32.594,86.875,-2.877,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.227,3.367,6.965,-4.109,4.668,-3.354,-5.418,4.332,-2.073,7.355,0.952,11.111,2.214,7.492,1.108,11.124,4.285,3.998,29.156,87.938,-2.064,-7.906,-47.188,-91.188
4532.632,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.512,3.424,6.992,-4.016,4.453,-3.221,-5.359,4.402,-2.073,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.438,4.172,29.938,88.125,-1.472,-7.777,-47.156,-91.500
4532.732,100.0,50.0,3.619,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,3.455,6.996,-4.055,4.570,-3.195,-5.285,4.367,-2.067,7.350,0.949,11.110,2.217,7.492,1.108,11.124,4.965,4.504,30.906,87.625,-1.362,-7.863,-47.062,-91.312
4532.834,100.0,50.0,3.604,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.492,7.098,-4.062,4.617,-3.289,-5.336,4.367,-2.077,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.713,4.109,31.703,88.062,-1.428,-7.688,-47.188,-90.375
4532.934,100.0,50.0,3.604,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.316,3.500,7.074,-4.000,4.602,-3.244,-5.441,4.301,-2.077,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.910,4.699,30.906,88.250,-0.769,-7.887,-47.125,-91.375
4533.034,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.430,3.439,6.973,-4.066,4.648,-3.295,-5.230,4.328,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.910,4.172,32.125,86.938,-2.197,-7.930,-47.219,-91.312
4533.136,100.0,50.0,3.611,8.547,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.496,3.471,7.043,-4.027,4.660,-3.283,-5.320,4.270,-2.072,7.355,0.952,11.111,2.215,7.492,1.108,11.124,3.998,3.998,31.547,87.438,-1.164,-7.887,-47.062,-91.500
4533.238,100.0,50.0,3.615,8.555,32.594,86.875,-2.855,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,3.410,6.988,-4.012,4.734,-3.320,-5.375,4.410,-2.070,7.350,0.949,11.110,2.227,7.488,1.106,11.124,3.953,3.383,29.938,87.562,-1.362,-7.887,-47.281,-91.062
4533.338,100.0,50.0,3.609,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.398,3.318,6.934,-4.121,4.465,-3.387,-5.375,4.375,-2.073,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.953,4.395,30.266,87.312,-1.362,-7.996,-47.000,-91.062
4533.440,100.0,50.0,3.609,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.496,3.285,7.074,-4.012,4.543,-3.240,-5.367,4.348,-2.073,7.350,0.949,11.110,2.223,7.492,1.108,11.124,4.043,3.492,31.547,86.938,-1.670,-7.863,-47.156,-91.750
4533.540,100.0,50.0,3.609,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.258,3.338,6.961,-4.008,4.648,-3.318,-5.293,4.375,-2.073,7.355,0.952,11.111,2.218,7.492,1.108,11.124,4.438,3.998,31.062,87.750,-1.735,-8.039,-47.094,-91.188
4533.642,100.0,50.0,3.611,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.238,3.467,6.977,-4.098,4.605,-3.158,-5.301,4.328,-2.072,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.932,4.590,32.000,88.375,-1.933,-7.906,-47.125,-90.500
4533.742,100.0,50.0,3.611,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.332,3.359,6.977,-4.043,4.680,-3.229,-5.293,4.367,-2.072,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.109,4.590,30.906,87.625,-1.538,-7.863,-47.156,-90.625
4533.844,100.0,50.0,3.604,8.547,32.594,86.875,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.160,3.463,7.004,-4.043,4.566,-3.316,-5.262,4.426,-2.077,7.355,0.952,11.111,2.227,7.492,1.108,11.124,4.043,5.117,30.578,88.375,-1.099,-8.086,-47.062,-90.938
4533.946,100.0,50.0,3.609,8.555,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.316,3.236,7.043,-4.078,4.660,-3.293,-5.430,4.344,-2.073,7.350,0.949,11.110,2.215,7.492,1.108,11.124,3.910,4.699,32.000,87.438,-1.670,-7.777,-47.219,-90.750
4534.046,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.352,3.309,6.883,-4.012,4.398,-3.400,-5.445,4.391,-2.076,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.977,3.910,30.422,87.125,-1.428,-8.438,-47.062,-90.500
4534.148,100.0,50.0,3.609,8.562,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.348,6.996,-4.020,4.617,-3.279,-5.406,4.406,-2.073,7.346,0.946,11.110,2.223,7.492,1.108,11.124,3.977,4.504,30.422,87.938,-1.538,-7.906,-47.031,-90.750
4534.248,100.0,50.0,3.600,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.238,3.328,6.930,-4.043,4.656,-3.268,-5.191,4.445,-2.079,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.889,4.285,31.219,87.875,-1.670,-7.844,-46.906,-91.062
4534.350,100.0,50.0,3.611,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.332,3.303,6.816,-4.000,4.477,-3.191,-5.410,4.398,-2.072,7.355,0.952,11.111,2.223,7.492,1.108,11.124,3.910,4.172,31.859,87.875,-1.670,-7.863,-47.094,-91.625
4534.452,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.311,6.965,-3.990,4.605,-3.303,-5.238,4.438,-2.077,7.355,0.952,11.111,2.221,7.492,1.108,11.124,3.998,4.109,31.062,87.938,-1.867,-8.109,-47.031,-91.312
4534.552,100.0,50.0,3.615,8.547,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.418,3.400,7.043,-4.039,4.684,-3.307,-5.305,4.414,-2.070,7.355,0.952,11.111,2.223,7.488,1.105,11.124,3.998,5.117,31.703,87.875,-1.428,-7.906,-47.000,-91.375
4534.654,100.0,50.0,3.605,8.539,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.215,3.416,6.902,-4.020,4.535,-3.285,-5.301,4.453,-2.076,7.359,0.955,11.111,2.221,7.492,1.108,11.124,3.910,3.492,30.094,87.938,-1.472,-7.973,-47.250,-91.062
4534.754,100.0,50.0,3.604,8.555,32.594,86.875,-2.859,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,3.391,7.020,-3.953,4.488,-3.307,-5.211,4.406,-2.077,7.350,0.949,11.110,2.224,7.497,1.111,11.124,3.953,4.812,29.938,87.750,-1.472,-7.887,-47.281,-91.062
4534.854,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.230,3.326,7.004,-4.066,4.504,-3.311,-5.332,4.398,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,4.020,4.285,30.906,86.625,-1.296,-7.844,-47.031,-90.938
4534.956,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.230,3.342,7.043,-4.051,4.559,-3.207,-5.336,4.207,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.262,4.590,31.062,87.438,-1.230,-7.863,-47.000,-90.812
4535.058,100.0,50.0,3.604,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.270,3.285,7.027,-4.055,4.496,-3.285,-5.305,4.484,-2.077,7.355,0.952,11.111,2.218,7.492,1.108,11.124,3.932,4.699,29.938,87.875,-0.901,-7.953,-46.938,-91.625
4535.160,100.0,50.0,3.605,8.547,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.434,3.361,6.953,-3.943,4.574,-3.297,-5.309,4.348,-2.076,7.355,0.952,11.111,2.223,7.488,1.105,11.124,4.680,4.504,29.781,87.188,-1.296,-7.953,-47.156,-90.938
4535.262,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.441,3.340,6.918,-4.074,4.887,-3.189,-5.301,4.414,-2.077,7.355,0.952,11.111,2.221,7.492,1.108,11.124,4.305,3.910,30.906,87.750,-1.735,-7.996,-47.375,-90.938
4535.364,100.0,50.0,3.604,8.555,32.594,86.875,-2.871,-11.164,-49.469,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.230,3.344,6.992,-4.090,4.750,-3.318,-5.324,4.379,-2.077,7.350,0.949,11.110,2.217,7.494,1.112,11.123,3.998,4.395,29.938,87.438,-1.604,-7.953,-47.250,-91.188
4535.464,100.0,50.0,3.604,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.172,3.324,7.004,-4.074,4.637,-3.225,-5.285,4.348,-2.077,7.355,0.952,11.111,2.223,7.492,1.108,11.124,4.285,4.590,30.906,87.750,-1.802,-7.797,-47.000,-91.938
4535.566,100.0,50.0,3.605,8.547,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.215,3.490,7.152,-4.043,4.961,-3.336,-5.375,4.426,-2.076,7.355,0.952,11.111,2.224,7.492,1.108,11.124,4.812,4.504,30.906,87.250,-1.735,-7.930,-46.906,-90.938
4535.666,100.0,50.0,3.600,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.395,3.350,6.906,-4.098,4.387,-3.285,-5.410,4.352,-2.079,7.350,0.949,11.110,2.223,7.492,1.108,11.124,4.219,4.172,30.266,87.625,-1.604,-7.820,-46.938,-90.750
4535.768,100.0,50.0,3.600,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.203,3.393,6.891,-3.947,4.809,-3.268,-5.301,4.480,-2.079,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.910,4.812,32.000,87.438,-2.131,-7.930,-47.188,-91.375
4535.868,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.371,3.293,7.016,-4.074,4.617,-3.301,-5.258,4.426,-2.073,7.350,0.949,11.110,2.221,7.492,1.108,11.124,3.953,4.590,30.266,87.562,-1.538,-7.777,-47.062,-89.938
4535.968,100.0,50.0,3.609,8.555,32.594,86.812,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,3.520,6.957,-4.070,4.676,-3.305,-5.266,4.480,-2.072,7.348,0.946,11.108,2.218,7.492,1.108,11.124,3.932,3.801,31.859,87.438,-1.472,-7.906,-47.062,-90.625
4536.068,100.0,50.0,3.604,8.562,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.295,6.918,-4.070,4.727,-3.355,-5.383,4.391,-2.077,7.346,0.946,11.110,2.221,7.488,1.105,11.124,4.480,4.395,31.859,87.438,-1.802,-7.820,-47.219,-91.312
4536.170,100.0,50.0,3.609,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.258,3.449,6.969,-4.074,4.641,-3.252,-5.211,4.359,-2.073,7.355,0.952,11.111,2.218,7.492,1.108,11.124,3.910,3.801,31.062,88.375,-2.328,-7.953,-47.156,-91.188
4536.270,100.0,50.0,3.605,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.422,3.318,6.922,-4.051,4.758,-3.383,-5.355,4.344,-2.076,7.355,0.952,11.111,2.223,7.492,1.108,11.124,4.152,3.801,30.578,87.250,-1.604,-7.820,-47.250,-91.188
4536.372,100.0,50.0,3.600,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.207,3.305,6.863,-4.070,4.535,-3.227,-5.238,4.305,-2.079,7.355,0.952,11.111,2.218,7.492,1.108,11.124,4.965,4.590,29.641,87.750,-1.670,-7.844,-47.000,-91.062
4536.472,100.0,50.0,3.600,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.258,3.457,7.055,-4.074,4.676,-3.250,-5.246,4.309,-2.079,7.350,0.949,11.110,2.221,7.492,1.108,11.124,3.910,4.109,30.578,87.938,-1.933,-7.863,-47.156,-91.500
4536.574,100.0,50.0,3.605,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.357,7.012,-4.043,4.750,-3.348,-5.391,4.398,-2.076,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.889,4.812,30.422,87.938,-1.604,-7.844,-47.281,-91.750
4536.676,100.0,50.0,3.604,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,3.359,7.031,-4.062,4.520,-3.361,-5.359,4.398,-2.077,7.355,0.952,11.111,2.223,7.492,1.108,11.124,3.932,4.109,32.000,87.312,-1.604,-7.820,-47.000,-91.062
4536.776,100.0,50.0,3.605,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.340,3.381,6.984,-4.059,4.574,-3.285,-5.254,4.422,-2.076,7.350,0.949,11.110,2.224,7.492,1.108,11.124,4.395,4.285,30.094,87.312,-1.867,-8.039,-47.156,-91.750
4536.876,100.0,50.0,3.605,8.547,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,3.504,7.078,-4.066,4.410,-3.141,-5.352,4.391,-2.076,7.355,0.952,11.111,2.217,7.488,1.105,11.123,3.910,4.172,31.062,87.875,-1.472,-7.973,-47.219,-90.938
4536.978,100.0,50.0,3.604,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,3.381,6.977,-4.066,4.602,-3.189,-5.254,4.375,-2.077,7.355,0.952,11.111,2.223,7.492,1.108,11.124,3.953,4.172,29.781,87.750,-1.538,-7.777,-47.062,-91.375
4537.080,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.398,7.008,-3.982,4.547,-3.287,-5.301,4.383,-2.076,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.953,4.109,30.906,87.438,-1.670,-7.797,-47.000,-91.625
4537.180,100.0,50.0,3.605,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.438,3.340,6.852,-4.070,4.637,-3.260,-5.305,4.406,-2.076,7.350,0.949,11.110,2.217,7.488,1.105,11.123,4.637,3.910,30.422,88.125,-1.999,-8.016,-46.906,-90.750
4537.282,100.0,50.0,3.619,8.547,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,3.486,7.035,-4.066,4.789,-3.369,-5.324,4.461,-2.067,7.355,0.952,11.111,2.217,7.488,1.105,11.123,4.348,4.109,30.906,87.875,-1.670,-7.996,-47.156,-90.375
4537.384,100.0,50.0,3.604,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,3.334,7.066,-4.027,4.621,-3.203,-5.414,4.426,-2.077,7.355,0.952,11.111,2.218,7.492,1.108,11.124,4.395,3.998,30.094,87.438,-1.670,-7.953,-47.312,-91.062
4537.484,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.473,3.289,7.074,-4.059,4.574,-3.221,-5.316,4.375,-2.073,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.746,4.395,30.422,87.875,-1.428,-7.930,-47.219,-91.188
4537.688,100.0,50.0,3.611,8.547,32.594,86.875,-2.871,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,3.453,7.023,-4.023,4.613,-3.396,-5.348,4.285,-2.072,7.355,0.952,11.111,2.217,7.483,1.103,11.123,3.910,4.504,30.578,88.125,-1.428,-7.953,-47.312,-91.188
4537.788,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.125,3.350,7.082,-4.086,4.777,-3.303,-5.203,4.309,-2.076,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.998,4.504,29.297,87.750,-1.735,-7.797,-47.344,-90.750
4537.888,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,3.447,6.871,-4.012,4.715,-3.299,-5.227,4.305,-2.073,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.262,3.998,30.094,88.250,-1.472,-7.887,-47.156,-90.938
4537.990,100.0,50.0,3.605,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.145,3.270,7.031,-4.039,4.832,-3.256,-5.188,4.391,-2.076,7.350,0.949,11.110,2.217,7.492,1.108,11.124,4.523,3.910,30.422,87.438,-1.538,-7.820,-47.031,-90.750
4538.092,100.0,50.0,3.596,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.281,3.297,7.020,-4.051,4.641,-3.289,-5.375,4.387,-2.082,7.351,0.949,11.111,2.224,7.492,1.108,11.124,3.953,4.172,30.094,87.875,-1.472,-7.953,-47.156,-91.625
4538.194,100.0,50.0,3.604,8.547,32.594,86.875,-2.859,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.461,3.305,6.887,-4.031,4.547,-3.223,-5.328,4.328,-2.077,7.355,0.952,11.111,2.224,7.483,1.103,11.123,3.998,4.172,31.859,87.875,-1.802,-7.863,-47.312,-91.188
4538.296,100.0,50.0,3.609,8.547,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,3.299,6.918,-4.129,4.660,-3.338,-5.305,4.391,-2.073,7.355,0.952,11.111,2.217,7.492,1.108,11.124,4.523,4.285,30.906,87.438,-1.670,-7.973,-47.344,-90.250
4538.398,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.371,3.359,7.070,-4.102,4.461,-3.305,-5.312,4.430,-2.077,7.355,0.952,11.111,2.221,7.492,1.108,11.124,3.953,3.998,31.062,87.938,-1.099,-7.820,-47.062,-90.812
4538.498,100.0,50.0,3.600,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.559,3.434,6.977,-4.047,4.723,-3.326,-5.395,4.445,-2.079,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.998,4.109,30.422,87.312,-1.604,-8.039,-47.031,-91.625
4538.598,100.0,50.0,3.605,8.539,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.086,3.479,6.812,-4.043,4.602,-3.260,-5.227,4.426,-2.076,7.359,0.955,11.111,2.218,7.492,1.108,11.124,4.461,4.172,30.094,87.625,-1.802,-7.863,-47.094,-91.750
4538.700,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,3.387,7.004,-4.031,4.656,-3.260,-5.281,4.461,-2.077,7.355,0.952,11.111,2.221,7.488,1.105,11.124,3.998,4.172,30.422,87.625,-1.428,-7.844,-47.125,-90.750
